id,text_pantun,baris_sampiran,baris_isi,skema_rima,suku_kata_baris_1,suku_kata_baris_2,suku_kata_baris_3,suku_kata_baris_4,jumlah_kata_baris_1,jumlah_kata_baris_2,jumlah_kata_baris_3,jumlah_kata_baris_4
2984,kopi diseduh air mendidih\nbanyakin gule diaduk rate\nbiar ati gak melulu sedih\nmari berpantun ala jakarte,kopi diseduh air mendidih\nbanyakin gule diaduk rate,biar ati gak melulu sedih\nmari berpantun ala jakarte,a-b-a-b,10,10,10,10,4,4,5,4
2985,kopi panas jangan dicoba\naduk dulu hingga merata\nhari minggu tak ada beda\nkarena tetap dirumah saja,kopi panas jangan dicoba\naduk dulu hingga merata,hari minggu tak ada beda\nkarena tetap dirumah saja,a-a-a-a,9,9,9,10,4,4,5,4
2986,koran dipakai membungkus ikan\nikan pari punya kesaktian\nbukan hadiah yang kuharapkan\ncukuplah engkau beri perhatian,koran dipakai membungkus ikan\nikan pari punya kesaktian,bukan hadiah yang kuharapkan\ncukuplah engkau beri perhatian,a-a-a-a,10,10,10,11,4,4,4,4
2987,kota bandung kota jogja\nsungguh memang sama eloknya\nmalam tiba ku rindu dia\nbantal bolong kukira dia,kota bandung kota jogja\nsungguh memang sama eloknya,malam tiba ku rindu dia\nbantal bolong kukira dia,a-a-a-a,8,9,9,9,4,4,5,4
2988,kota batu kota semuli\nbanyak kedondong dan pohon jati\nbibi begitu baik sekali\naku digendong sepenuh hati,kota batu kota semuli\nbanyak kedondong dan pohon jati,bibi begitu baik sekali\naku digendong sepenuh hati,a-a-a-a,9,10,10,10,4,5,4,4
2989,kota bintan banyak perunggu\nkota ciamis membangun tugu\njanji kenan di malam minggu\ntapi gerimis sudah menunggu,kota bintan banyak perunggu\nkota ciamis membangun tugu,janji kenan di malam minggu\ntapi gerimis sudah menunggu,a-a-a-a,9,10,9,10,4,4,5,4
2990,kota ende di pulau flores\npulau sumba bukan sumbawa\nrumah tangga belum beres\nurusan orang terbawa bawa,kota ende di pulau flores\npulau sumba bukan sumbawa,rumah tangga belum beres\nurusan orang terbawa bawa,a-b-a-b,9,9,8,10,5,4,4,4
2991,kota garut penghasil domba\ndomba lucu putih warnanya\nallah cinta pada seorang hamba\nyang tawadhu di dunia,kota garut penghasil domba\ndomba lucu putih warnanya,allah cinta pada seorang hamba\nyang tawadhu di dunia,a-a-a-a,9,9,11,8,4,4,5,4
2992,kota padang ada di barat\njalannya jauh awas tersesat\ndunia adalah ladang akhirat\nhidup di dunia hanya sesaat,kota padang ada di barat\njalannya jauh awas tersesat,dunia adalah ladang akhirat\nhidup di dunia hanya sesaat,a-a-a-a,9,10,11,11,5,4,4,5
2993,kota surabaya sungguh megah\nkami datang dari kendari\nadik yang manis sedang apakah\nabang di sini rindu sekali,kota surabaya sungguh megah\nkami datang dari kendari,adik yang manis sedang apakah\nabang di sini rindu sekali,a-b-a-b,10,9,10,10,4,4,5,5
2994,kota tua ada di jakarta\njatinangor ada di bandung\naku senang ikut pramuka\norangtua juga selalu mendukung,kota tua ada di jakarta\njatinangor ada di bandung,aku senang ikut pramuka\norangtua juga selalu mendukung,a-b-a-b,10,9,9,12,5,4,4,4
2995,Ku kutip bunga buat karangan\nKarangan diletak di atas peti\nIngin ku sunting bunga di jambangan\nBuat penyeri di taman hati,Ku kutip bunga buat karangan\nKarangan diletak di atas peti,Ingin ku sunting bunga di jambangan\nBuat penyeri di taman hati,a-b-a-b,10,11,11,10,5,5,6,5
2996,Ku sangka nanas atas permatang\nRupanya durian tajam berduri\nKu sangka panas hingga ke petang\nRupanya hujan di tengahari,Ku sangka nanas atas permatang\nRupanya durian tajam berduri,Ku sangka panas hingga ke petang\nRupanya hujan di tengahari,a-b-a-b,10,11,10,10,5,4,6,4
2997,ku tak ingin sepiring belut\nyang ku ingin sepiring nasi\nku tak ingin cinta di mulut\nyang ku ingin cinta di hati,ku tak ingin sepiring belut\nyang ku ingin sepiring nasi,ku tak ingin cinta di mulut\nyang ku ingin cinta di hati,a-b-a-b,9,9,9,9,5,5,6,6
2998,ku tulis surat di malam hari\nsurat ku kirim dengan merpati\nakan selesai masa menanti\nmasa bahagia yang mengganti,ku tulis surat di malam hari\nsurat ku kirim dengan merpati,akan selesai masa menanti\nmasa bahagia yang mengganti,a-a-a-a,10,10,10,10,6,5,4,4
2999,Kuala sungai bertemu laut\nAirnya payau bercampur rasa\nJika hati terasa kusut\nKembali tenang pada Yang Esa,Kuala sungai bertemu laut\nAirnya payau bercampur rasa,Jika hati terasa kusut\nKembali tenang pada Yang Esa,a-b-a-b,10,9,9,10,4,4,4,5
3000,kuas hitam di atas kasur\nkasur rusak disobek parang\ntiap malam tak bisa tidur\nkarena memikirkan kamu seorang,kuas hitam di atas kasur\nkasur rusak disobek parang,tiap malam tak bisa tidur\nkarena memikirkan kamu seorang,a-b-a-b,9,9,9,12,5,4,5,4
3001,kuat kukuh laksana baja\nbenteng perang lawan belanda\ngiat belajar tekun bekerja\nkelak hidup kan bahagia,kuat kukuh laksana baja\nbenteng perang lawan belanda,giat belajar tekun bekerja\nkelak hidup kan bahagia,a-a-a-a,9,9,10,9,4,4,4,4
3002,kucing anggora kucing yang antik\ndidapat dari pulau dewata\nwahai engkau wanita cantik\nbolehkah aku katakan cinta,kucing anggora kucing yang antik\ndidapat dari pulau dewata,wahai engkau wanita cantik\nbolehkah aku katakan cinta,a-b-a-b,10,10,9,10,5,4,4,4
3003,kucing berlari di dalam semak\nlari melesat mendengar babat\nterima kasih sudah menyimak\nsemoga dapat memberi manfaat,kucing berlari di dalam semak\nlari melesat mendengar babat,terima kasih sudah menyimak\nsemoga dapat memberi manfaat,a-b-a-b,10,10,10,11,5,4,4,4
3004,kucing bermain mengejar tali\nkera terbelalak melihat setan\nbagaimana hati tak geli\nkepala botak suka sisiran,kucing bermain mengejar tali\nkera terbelalak melihat setan,bagaimana hati tak geli\nkepala botak suka sisiran,a-b-a-b,10,11,9,10,4,4,4,4
3005,kucing hutan belang di kaki\ndipungut oleh anak petani\nrajin itu mengundang rezeki\nmembuat mudah hidup ini,kucing hutan belang di kaki\ndipungut oleh anak petani,rajin itu mengundang rezeki\nmembuat mudah hidup ini,a-a-a-a,9,10,10,9,5,4,4,4
3006,kucing jatuh merasa pasrah\nternyata kucing milik pak burhan\nhati risau karena gelisah\nsegeralah berdoa kepada tuhan,kucing jatuh merasa pasrah\nternyata kucing milik pak burhan,hati risau karena gelisah\nsegeralah berdoa kepada tuhan,a-b-a-b,9,10,10,12,4,5,4,4
3007,kucing kota banyak bulu\nbentuknya lucu dan sangat jinak\naku sangat bangga padamu ibu\nwalau lelah kau tetaplah bijak,kucing kota banyak bulu\nbentuknya lucu dan sangat jinak,aku sangat bangga padamu ibu\nwalau lelah kau tetaplah bijak,a-b-a-b,8,10,11,10,4,5,5,5
3008,kucing manis berbulu legam\nlebih hitam dari jelaga\nbudaya kita sunggu beragam\nmari kita bersama jaga,kucing manis berbulu legam\nlebih hitam dari jelaga,budaya kita sunggu beragam\nmari kita bersama jaga,a-b-a-b,9,9,10,9,4,4,4,4
3009,kucing nakal jangan dihajar\nberikan saja sebuah mainan\ngigih dan tekun dalam belajar\nsupaya sukses di masa depan,kucing nakal jangan dihajar\nberikan saja sebuah mainan,gigih dan tekun dalam belajar\nsupaya sukses di masa depan,a-b-a-b,9,10,10,10,4,4,5,5
3010,kucing tetangga suka mencakar\njangan tercakar bagian badan\njangan lupa untuk belajar\nminggu depan kita ujian,kucing tetangga suka mencakar\njangan tercakar bagian badan,jangan lupa untuk belajar\nminggu depan kita ujian,a-b-a-b,10,10,9,9,4,4,4,4
3011,kucing tidur di ruang tamu\npindahkan ia ke dalam kardus\nrajinlah belajar wahai adikku\nagar lulus dengan nilai bagus,kucing tidur di ruang tamu\npindahkan ia ke dalam kardus,rajinlah belajar wahai adikku\nagar lulus dengan nilai bagus,a-b-a-b,9,10,11,10,5,5,4,5
3012,kucing tidur pejamkan mata\nusai makan hasil berburu\ndoa ibu kau taklukkan dunia\nberbekal amal serta ilmu,kucing tidur pejamkan mata\nusai makan hasil berburu,doa ibu kau taklukkan dunia\nberbekal amal serta ilmu,a-b-a-b,9,9,11,9,4,4,5,4
3013,kuda berlari kaki berderap\nsuara terdengar semakin dekat\nkepada allah jua kita berharap\nsemoga cinta membawa rahmat,kuda berlari kaki berderap\nsuara terdengar semakin dekat,kepada allah jua kita berharap\nsemoga cinta membawa rahmat,a-b-a-b,10,11,12,10,4,4,5,4
3014,Kuda poni lari ke gua\nKuda betina menarik sepeda\nSelalu hormati yang lebih tua\nJaga perasaan yang muda-muda,Kuda poni lari ke gua\nKuda betina menarik sepeda,Selalu hormati yang lebih tua\nJaga perasaan yang muda-muda,a-a-a-a,9,11,11,11,5,4,5,4
3015,kue bolu dimakan paklek\npaklek pergi menangkap itik\nkalau dulu kamu jelek\nkok sekarang makin cantik,kue bolu dimakan paklek\npaklek pergi menangkap itik,kalau dulu kamu jelek\nkok sekarang makin cantik,a-b-a-b,9,9,8,8,4,4,4,4
3016,kue cucur diatas meja\nmeja disimpan dekat jendela\nhatiku hancur karena cinta\ncintaku tulus dibalas dusta,kue cucur diatas meja\nmeja disimpan dekat jendela,hatiku hancur karena cinta\ncintaku tulus dibalas dusta,a-a-a-a,9,10,10,10,4,4,4,4
3017,Kue cucur ditambah tomat\nRasa enak pasti didapat\nKalau hidup hendak selamat\nPerintah Tuhan haruslah taat,Kue cucur ditambah tomat\nRasa enak pasti didapat,Kalau hidup hendak selamat\nPerintah Tuhan haruslah taat,a-a-a-a,9,9,9,10,4,4,4,4
3018,kue lemang buatan janda\nmakan pempek campur cuka\nsetan memang datang menggoda\nagar engkau menjadi durhaka,kue lemang buatan janda\nmakan pempek campur cuka,setan memang datang menggoda\nagar engkau menjadi durhaka,a-a-a-a,9,8,9,10,4,4,4,4
3019,kue rangin rasanya manis\nkue tart bukanlah lapis\nmalam dingin hujan gerimis\nsebentar bentar kebelet pipis,kue rangin rasanya manis\nkue tart bukanlah lapis,malam dingin hujan gerimis\nsebentar bentar kebelet pipis,a-a-a-a,9,8,9,10,4,4,4,4
3020,kulit harimau elok disamak\nuntuk tidur dengan nyenyak\njaga diri dari tamak\nniscaya temanmu akan banyak,kulit harimau elok disamak\nuntuk tidur dengan nyenyak,jaga diri dari tamak\nniscaya temanmu akan banyak,a-a-a-a,10,8,8,10,4,4,4,4
3021,kulit lembu celup samak\nmari dibuat tapak kasut\nharta dunia janganlah tamak\nkalau mati tidak diikut,kulit lembu celup samak\nmari dibuat tapak kasut,harta dunia janganlah tamak\nkalau mati tidak diikut,a-b-a-b,8,9,10,9,4,4,4,4
3022,Kulit lembu celupkan samak\nWarnanya putih jangan diinjak\nHarta dunia janganlah tamak\nKalau mati tidak diajak,Kulit lembu celupkan samak\nWarnanya putih jangan diinjak,Harta dunia janganlah tamak\nKalau mati tidak diajak,a-a-a-a,9,10,10,9,4,4,4,4
3023,Kumbang terbang di taman larangan\nDiterbangi mentari indah menyinar\nDunia kini bangga peperangan\nApakah erti kebebasan sebenar,Kumbang terbang di taman larangan\nDiterbangi mentari indah menyinar,Dunia kini bangga peperangan\nApakah erti kebebasan sebenar,a-b-a-b,10,12,11,12,5,4,4,4
3024,kumpulan kata itu kalimat\nkalau salah hendak diralat\nsering diskusi dan jajak pendapat\nsemakin banyak ilmu bermanfaat,kumpulan kata itu kalimat\nkalau salah hendak diralat,sering diskusi dan jajak pendapat\nsemakin banyak ilmu bermanfaat,a-a-a-a,10,9,11,11,4,4,5,4
3025,kuning warnanya buah pepaya\nhijau tua si buah mangga\nsebelum ulasan saya buka\ndengarkan salam dan santun sapa,kuning warnanya buah pepaya\nhijau tua si buah mangga,sebelum ulasan saya buka\ndengarkan salam dan santun sapa,a-a-a-a,10,9,10,10,4,5,4,5
3026,kuningkuning si buah pepaya\nisi kelapa berwarna putih\nmentari pagi di hari selasa\nkupatrikan rindu untukmu kasih,kuningkuning si buah pepaya\nisi kelapa berwarna putih,mentari pagi di hari selasa\nkupatrikan rindu untukmu kasih,a-b-a-b,10,10,11,11,4,4,5,4
3027,kurakura masuk ke kelas\nkelinci berputar di halaman\nberbuat sesuatu harus ikhlas\njangan pernah harapkan imbalan,kurakura masuk ke kelas\nkelinci berputar di halaman,berbuat sesuatu harus ikhlas\njangan pernah harapkan imbalan,a-b-a-b,9,10,11,10,4,4,4,4
3028,kurakura mati memakai topi\nsepat mata terkena lidi\ntertawa hati karena geli\nmelihat kuda asyik bernyanyi,kurakura mati memakai topi\nsepat mata terkena lidi,tertawa hati karena geli\nmelihat kuda asyik bernyanyi,a-a-a-a,11,9,10,10,4,4,4,4
3029,kurang makan badan kurus\nada peci disebut songkok\nbayangbayang tak akan lurus\ndari pohon yang tumbuh bengkok,kurang makan badan kurus\nada peci disebut songkok,bayangbayang tak akan lurus\ndari pohon yang tumbuh bengkok,a-b-a-b,8,9,9,9,4,4,4,5
3030,kurang tidur badan lesu\nduduk termenung bagaikan batu\nsayur daging juga susu\nitulah makanan yang bermutu,kurang tidur badan lesu\nduduk termenung bagaikan batu,sayur daging juga susu\nitulah makanan yang bermutu,a-a-a-a,8,10,8,10,4,4,4,4
3031,kursi dari pohon akasia\nkursi untuk duduk tamu\njanganlah sedih para manusia\nsebab allah selalu disampingmu,kursi dari pohon akasia\nkursi untuk duduk tamu,janganlah sedih para manusia\nsebab allah selalu disampingmu,a-b-a-b,10,8,11,11,4,4,4,4
3032,kusangka masih malam hari\nrupanya telah datang siang\nkusangka bunga mekar berseri\nrupanya layu dihisap kumbang,kusangka masih malam hari\nrupanya telah datang siang,kusangka bunga mekar berseri\nrupanya layu dihisap kumbang,a-b-a-b,9,9,10,10,4,4,4,4
3033,kusiram bunga di pagi buta\nbunga merekah merah warnanya\ntak sabar rasanya hidup bersama\nmenjalin cinta hingga usia tua,kusiram bunga di pagi buta\nbunga merekah merah warnanya,tak sabar rasanya hidup bersama\nmenjalin cinta hingga usia tua,a-a-a-a,10,10,11,12,5,4,5,5
3034,kutu darat dalam gelas\nmembuat sarang di batu bata\njika gelap melihat jelas\nkalau terang gelap gulita,kutu darat dalam gelas\nmembuat sarang di batu bata,jika gelap melihat jelas\nkalau terang gelap gulita,a-b-a-b,8,10,9,9,4,5,4,4
3035,labalaba berada di gua\njika terbang terdengar bunyi\nnenek sedih menjadi tertawa\nmelihat kakek sedang bernyanyi,labalaba berada di gua\njika terbang terdengar bunyi,nenek sedih menjadi tertawa\nmelihat kakek sedang bernyanyi,a-b-a-b,10,9,10,10,4,4,4,4
3036,lada pedas ditambah ketumbar\nmadu manis dari si lebah\nhormati guru yang mengajar\nsupaya ilmu menjadi berkah,lada pedas ditambah ketumbar\nmadu manis dari si lebah,hormati guru yang mengajar\nsupaya ilmu menjadi berkah,a-b-a-b,10,9,9,10,4,5,4,4
3037,ladang luas tiada hama\nhanya datang seekor lebah\nalangkah nikmat paham agama\nsuami sayang isterinya shalehah,ladang luas tiada hama\nhanya datang seekor lebah,alangkah nikmat paham agama\nsuami sayang isterinya shalehah,a-b-a-b,9,9,10,12,4,4,4,4
3038,ladang sawah selalu digarap\npak tani dapatkan untung\ncinta allah selalu diharap\ndari murkanya kita berlindung,ladang sawah selalu digarap\npak tani dapatkan untung,cinta allah selalu diharap\ndari murkanya kita berlindung,a-b-a-b,10,8,10,10,4,4,4,4
3039,ladang sawah selalu digarap\npak tani pula mendapat untung\ncinta allah yang kita harap\ndari murkanya kita berlindung,ladang sawah selalu digarap\npak tani pula mendapat untung,cinta allah yang kita harap\ndari murkanya kita berlindung,a-b-a-b,10,10,9,10,4,5,5,4
3040,lading tumpul mari diasah\npadi ditumbuk jadikan tepung\nkena hujan sama basah\nterhanyut kita sama terapung,lading tumpul mari diasah\npadi ditumbuk jadikan tepung,kena hujan sama basah\nterhanyut kita sama terapung,a-b-a-b,9,10,8,10,4,4,4,4
3041,lagi ada banyak ulat bulu\nsaat memetik sayur kangkung\napa kamu tak punya malu\npacar teman sendiri kamu tikung,lagi ada banyak ulat bulu\nsaat memetik sayur kangkung,apa kamu tak punya malu\npacar teman sendiri kamu tikung,a-b-a-b,10,9,9,11,5,4,5,5
3042,lagi di mahkamah konstitusi\ntim lagi serahkan gugatan\nlangkahku jangan selalu dibatasi\njika kamu tak ingin aku tinggalkan,lagi di mahkamah konstitusi\ntim lagi serahkan gugatan,langkahku jangan selalu dibatasi\njika kamu tak ingin aku tinggalkan,a-b-a-b,10,9,12,12,4,4,4,6
3043,lagi libur virus corona\nsemua harap berada di rumah\nbaikbaiklah kamu di sana\nmoga di beri rezeki yang barokah,lagi libur virus corona\nsemua harap berada di rumah,baikbaiklah kamu di sana\nmoga di beri rezeki yang barokah,a-b-a-b,9,11,8,12,4,5,4,6
3044,lagi pada ngomongin data\ntapi tak peduli yang hilang\njangan tanya soal cinta\ncintaku ini untukmu seorang,lagi pada ngomongin data\ntapi tak peduli yang hilang,jangan tanya soal cinta\ncintaku ini untukmu seorang,a-b-a-b,9,9,8,11,4,5,4,4
3045,lagu bernama serampang laut\nditiup angin dari selatan\nlayar dikembang kemudi dipaut\nkalau tak laju binasa badan,lagu bernama serampang laut\nditiup angin dari selatan,layar dikembang kemudi dipaut\nkalau tak laju binasa badan,a-b-a-b,10,10,11,10,4,4,4,5
3046,laju laju perahu laju\nada kerang di dalam kaca\naku rindu pada dirimu\nsama orang yang lagi baca,laju laju perahu laju\nada kerang di dalam kaca,aku rindu pada dirimu\nsama orang yang lagi baca,a-b-a-b,9,9,9,9,4,5,4,5
3047,lakilaki pubertas punya jakun\nsuaranya akan jadi lebih khas\ndalam belajar kita harus tekun\nsupaya tidak perlu tinggal kelas,lakilaki pubertas punya jakun\nsuaranya akan jadi lebih khas,dalam belajar kita harus tekun\nsupaya tidak perlu tinggal kelas,a-b-a-b,11,11,11,11,4,5,5,5
3048,Laksamana berempat di atas pentas\nCukup berlima dengan gurunya\nBagaikan dakwat dengan kertas\nSudah berjumpa dengan jodohnya,Laksamana berempat di atas pentas\nCukup berlima dengan gurunya,Bagaikan dakwat dengan kertas\nSudah berjumpa dengan jodohnya,a-b-a-b,12,10,9,10,5,4,4,4
3049,lama sudah tak bertemu\nbertemu sekali minum jamu\njauhkan malas dari hidupmu\npastilah cerah masa depanmu,lama sudah tak bertemu\nbertemu sekali minum jamu,jauhkan malas dari hidupmu\npastilah cerah masa depanmu,a-a-a-a,8,10,10,10,4,4,4,4
3050,lama tak jumpa jarang berkabar\nrindu bertumpuk tak tertahan\njadilah insan yang selalu sabar\norang sabar disayang tuhan,lama tak jumpa jarang berkabar\nrindu bertumpuk tak tertahan,jadilah insan yang selalu sabar\norang sabar disayang tuhan,a-b-a-b,10,9,11,9,5,4,5,4
3051,lama tidak pergi ke ladang\ntinggi rumput dari citaku\nsama gak jadi temberang\nkini sempit lagi belagu,lama tidak pergi ke ladang\ntinggi rumput dari citaku,sama gak jadi temberang\nkini sempit lagi belagu,a-b-a-b,9,9,8,9,5,4,4,4
3052,lamaran kerjanya di tolak\nhanya karena lagi sakit mata\nada himbauan menjaga jarak\ntapi maaf kalau itu soal cinta,lamaran kerjanya di tolak\nhanya karena lagi sakit mata,ada himbauan menjaga jarak\ntapi maaf kalau itu soal cinta,a-b-a-b,9,11,11,12,4,5,4,6
3053,lampu bohlam lampu pijar\nlistrik mati nyalakan lilin\nayo kita rajin belajar\nrajin membaca kurangi main,lampu bohlam lampu pijar\nlistrik mati nyalakan lilin,ayo kita rajin belajar\nrajin membaca kurangi main,a-b-a-b,8,9,9,10,4,4,4,4
3054,lampu jalan gelap gulita\ndi dukung hujan dan macet\ndi bilang cinta ya aku cinta\ntapi kamu itu perhitungan banget,lampu jalan gelap gulita\ndi dukung hujan dan macet,di bilang cinta ya aku cinta\ntapi kamu itu perhitungan banget,a-b-a-b,9,8,10,12,4,5,6,5
3055,lampu jalan terang berpijar\nlampu berdiri di atas papan\nanak sekolah harus belajar\nuntuk meraih masa depan,lampu jalan terang berpijar\nlampu berdiri di atas papan,anak sekolah harus belajar\nuntuk meraih masa depan,a-b-a-b,9,10,10,9,4,5,4,4
3056,lampu mati nyalakan lilin\nbikin kita dapat melihat\nselamat pagi para hadirin\ntetap bergairah dan semangat,lampu mati nyalakan lilin\nbikin kita dapat melihat,selamat pagi para hadirin\ntetap bergairah dan semangat,a-b-a-b,9,9,10,9,4,4,4,4
3057,Lancang kuning lancang pusaka\nNampak dari Tanjung Puan\nKalau kering laut Melaka\nBarulah saya lupakan tuan,Lancang kuning lancang pusaka\nNampak dari Tanjung Puan,Kalau kering laut Melaka\nBarulah saya lupakan tuan,a-b-a-b,9,8,9,10,4,4,4,4
3058,langin senja sangat indah\nmembuat jiwa menjadi tenang\nsekolah rapi tanpa sambah\nmata jadi sedap memandang,langin senja sangat indah\nmembuat jiwa menjadi tenang,sekolah rapi tanpa sambah\nmata jadi sedap memandang,a-b-a-b,8,10,9,9,4,4,4,4
3059,Langit bening selepas hujan\nPelangi indah tujuh warna\nJika hormat sesama insan\nSejahtera hidup aman sentosa,Langit bening selepas hujan\nPelangi indah tujuh warna,Jika hormat sesama insan\nSejahtera hidup aman sentosa,a-b-a-b,9,9,9,11,4,4,4,4
3060,langit berawan badai reda\npulau lombok banyak kuda\npilih perawan atau janda\nkalau perawan sangat menggoda,langit berawan badai reda\npulau lombok banyak kuda,pilih perawan atau janda\nkalau perawan sangat menggoda,a-a-a-a,9,8,9,10,4,4,4,4
3061,langit biru memluk awan\nangin ringan membawa sejuk\nalam indah tanpa pameran\nnamun selalu layak dipeluk,langit biru memluk awan\nangin ringan membawa sejuk,alam indah tanpa pameran\nnamun selalu layak dipeluk,a-b-a-b,8,9,9,10,4,4,4,4
3062,langit biru tanpa cela\nawan kecil melayang jauh\nalam hadir apa adanya\nnamun indah tak pernah rpuh,langit biru tanpa cela\nawan kecil melayang jauh,alam hadir apa adanya\nnamun indah tak pernah rpuh,a-b-a-b,8,9,9,8,4,4,4,5
3063,langit biru tanpa cela\nawan tipis melayang tenang\ncintaku tulus tanpa dusta\nseperti alam yang selalu seimbang,langit biru tanpa cela\nawan tipis melayang tenang,cintaku tulus tanpa dusta\nseperti alam yang selalu seimbang,a-b-a-b,8,9,9,12,4,4,4,5
3064,langit biru terlihat sendu\nwarna hijau biru dan semu\njarak jauh tumbuhkan rindu\ningin selalu dekat denganmu,langit biru terlihat sendu\nwarna hijau biru dan semu,jarak jauh tumbuhkan rindu\ningin selalu dekat denganmu,a-a-a-a,9,9,9,10,4,5,4,4
3065,Langit cerah awan membiru\nDinihari embun pun jatuh\nSakit sungguh menanggung rindu\nDi dalam air badan berpeluh,Langit cerah awan membiru\nDinihari embun pun jatuh,Sakit sungguh menanggung rindu\nDi dalam air badan berpeluh,a-b-a-b,9,9,9,10,4,4,4,5
3066,langit cerah berwarna biru\nawan menggumpal putih sekali\nselamat hari senin untuk kamu\nwanita idalam dalam sanubari,langit cerah berwarna biru\nawan menggumpal putih sekali,selamat hari senin untuk kamu\nwanita idalam dalam sanubari,a-b-a-b,9,10,11,12,4,4,5,4
3067,langit cerah berwarna biru\ngemuruh datang menjadi kelabu\nselamat hari minggu buat kamu\ntetaplah berada di sanubariku,langit cerah berwarna biru\ngemuruh datang menjadi kelabu,selamat hari minggu buat kamu\ntetaplah berada di sanubariku,a-a-a-a,9,11,11,12,4,4,5,4
3068,langit cerah berwarna biru\njadi merah ketika senja\nsurga dibawah telapak kaki ibu\nuntuk itu hormatilah dia,langit cerah berwarna biru\njadi merah ketika senja,surga dibawah telapak kaki ibu\nuntuk itu hormatilah dia,a-b-a-b,9,9,12,10,4,4,5,4
3069,langit cerah berwarna biru\nnaik motor ke pekanbaru\nkami hormat dan sayang pada guru\ndidik kami hingga jadi orang baru,langit cerah berwarna biru\nnaik motor ke pekanbaru,kami hormat dan sayang pada guru\ndidik kami hingga jadi orang baru,a-a-a-a,9,9,11,12,4,4,6,6
3070,langit cerah berwarna biru\nrindu hati ke kota mekah\nhormati olehmu setiap guru\nkarena akan membawa berkah,langit cerah berwarna biru\nrindu hati ke kota mekah,hormati olehmu setiap guru\nkarena akan membawa berkah,a-b-a-b,9,9,11,10,4,5,4,4
3071,langit cerah warnanya biru\nmenulis puisi berkirim surat\nmari belajar mengamalkan ilmu\nagar bermanfaat dunia akhirat,langit cerah warnanya biru\nmenulis puisi berkirim surat,mari belajar mengamalkan ilmu\nagar bermanfaat dunia akhirat,a-b-a-b,9,11,11,12,4,4,4,4
3072,"Langit cerah, awannya rendah\nUdara dihirup terasa di lidah\nKepada Allah kita ibadah\nAgar hidup menjadi indah","Langit cerah, awannya rendah\nUdara dihirup terasa di lidah",Kepada Allah kita ibadah\nAgar hidup menjadi indah,a-a-a-a,9,12,10,9,4,5,4,4
3073,langit di bumi terlihat biru\nlaut juga senantiasa membiru\nhendak bertuah hormati gurumu\nsupaya dapat berkahnya ilmu,langit di bumi terlihat biru\nlaut juga senantiasa membiru,hendak bertuah hormati gurumu\nsupaya dapat berkahnya ilmu,a-a-a-a,10,12,11,10,5,4,4,4
3074,Langit luas berbalam biru\nBintang bertabur bagai permata\nJika benar teguh di kalbu\nTakkan goyah fitnah melata,Langit luas berbalam biru\nBintang bertabur bagai permata,Jika benar teguh di kalbu\nTakkan goyah fitnah melata,a-b-a-b,9,10,9,9,4,4,5,4
3075,Langit luas berselimut mega\nBurung camar terbang berdua\nJika kasih bukan sengketa\nMengapa engkau menyepi jua,Langit luas berselimut mega\nBurung camar terbang berdua,Jika kasih bukan sengketa\nMengapa engkau menyepi jua,a-a-a-a,10,9,9,10,4,4,4,4
3076,Langit luas membiru damai\nBurung camar terbang berdua\nJika cinta bukan terabai\nMengapa kita terpisah jua,Langit luas membiru damai\nBurung camar terbang berdua,Jika cinta bukan terabai\nMengapa kita terpisah jua,a-b-a-b,9,9,9,10,4,4,4,4
3077,Langit luas membiru damai\nBurung camar terbang seiring\nJika kasih takkan terabai\nMengapa kita saling berpaling,Langit luas membiru damai\nBurung camar terbang seiring,Jika kasih takkan terabai\nMengapa kita saling berpaling,a-b-a-b,9,9,9,10,4,4,4,4
3078,Langit luas membiru tenang\nBurung camar terbang beriring\nJika kasih bukan sekadar bayang\nMengapa luka masih beriring,Langit luas membiru tenang\nBurung camar terbang beriring,Jika kasih bukan sekadar bayang\nMengapa luka masih beriring,a-b-a-b,9,9,11,10,4,4,5,4
3079,Langit malam bertabur bintang\nCahaya bening memagut mata\nJika benar engkau sayang\nMengapa diam menjadi kata,Langit malam bertabur bintang\nCahaya bening memagut mata,Jika benar engkau sayang\nMengapa diam menjadi kata,a-b-a-b,9,10,8,10,4,4,4,4
3080,langit malam bertabur bintang\nsunyi indah tanpa keluh\ncintaku padamu tak berkurang\nmeski Jarak kadang menjauh,langit malam bertabur bintang\nsunyi indah tanpa keluh,cintaku padamu tak berkurang\nmeski Jarak kadang menjauh,a-b-a-b,9,8,10,9,4,4,4,4
3081,langit malam bertabur cahaya\nbintang kecil berpendar tenang\nalam luas menyimpan rahasia\nyang hanya terasa oleh hati lapang,langit malam bertabur cahaya\nbintang kecil berpendar tenang,alam luas menyimpan rahasia\nyang hanya terasa oleh hati lapang,a-b-a-b,10,9,11,12,4,4,4,6
3082,Langit malam bertatah permata\nBintang bersinar bagai seri\nJika benar engkau cinta\nMengapa luka kau beri,Langit malam bertatah permata\nBintang bersinar bagai seri,Jika benar engkau cinta\nMengapa luka kau beri,a-b-a-b,10,9,8,8,4,4,4,4
3083,Langit malam membiru pekat\nBintang berkelip bagai permata\nJika setia sudah terpahat\nMengapa resah tak kunjung sirna,Langit malam membiru pekat\nBintang berkelip bagai permata,Jika setia sudah terpahat\nMengapa resah tak kunjung sirna,a-b-a-b,9,10,10,10,4,4,4,5
