id;text_pantun;kategori AI;Kategori Pakar
4094;menjemur kain di atas batu\nangkat sebelum turun hujan\njikalau ingin pendidikan maju\njangan korupsi dana pendidikan;Pantun Nasihat;Pantun Nasihat
4095;menjual jamu di tepi jalan\njamu dibeli cucilah piring\ndengarlah teman dengarlah kawan\ntahun yang baru mulai menyingsing;Pantun Nasihat;Pantun Nasihat
4097;menjunjung air di dalam kendi\nkakak menyusun gelas di atas nampan\nbangun pagi pagi langsung pergi mandi\njangan lupa makan sarapan;Pantun Nasihat;Pantun Nasihat
4098;menolong orang tanpa pamrih\nitulah kebaikan yang sesungguhnya\nlorengloreng hitam putih\npunya empat kaki mirip kuda;Pantun Nasihat;Pantun Hiburan
4099;menonton film yang alurnya dramatis\ndi bagian akhirnya ternyata kocak\nsuami dan istri yang harmonis\njauh dari cekcok yang berujung talak;Pantun Nasihat;Pantun Nasihat
4101;Mentari condong di ufuk barat\nbayang Panjang menyentuh jalan\ncintaku tak selalu harus hebat\ncukup jujur dan bertahan;Pantun Nasihat;Pantun Kasih Sayang
4102;Mentari condong di ufuk barat\nBurung kembali ke sarang lama\nJika adil menjadi syarat\nAmanlah negeri sepanjang masa;Pantun Nasihat;Pantun Nasihat
4103;Mentari condong ke barat\nLangit merah tanda senja\nJika waktu jangan tersesat\nGunakan hari penuh makna;Pantun Nasihat;Pantun Nasihat
4104;mentari datang cahaya berpijar\njarum patah di dalam peti\nuntuk apa selalu belajar\nsiang malam tiada henti;Pantun Nasihat;Pantun Nasihat
4105;Mentari fajar menyingkap kabut\nBurung merbah bersahut-sahut\nJika sabar menjadi paut\nSegala sulit beralih surut;Pantun Nasihat;Pantun Kiasan
4106;Mentari muncul di balik awan\ncahaya emas menyapa bumi\nala megajar arti ketenangan\nlewat sunyi yang penuh harmoni;Pantun Nasihat;Pantun Nasihat
4107;Mentari naik di ufuk timur\nCahayanya menyapa desa\nHati jujur akal makmur\nLangkah kecil menuju berjaya;Pantun Nasihat;Pantun Nasihat
4109;Mentari naik menyimbah desa\nBayang panjang di tepi titi\nJika adil memimpin kuasa\nRakyat tenteram sejahtera negeri;Pantun Nasihat;Pantun Nasihat
4110;Mentari naik perlahan tinggi\nbayang hilang ditelan terang\nalam berdiri penuh harmoni\nmenjadi guru tanap suara Panjang;Pantun Nasihat;Pantun Kiasan
4111;Mentari naik perlahan tinggi\nbayang hilang oleh cahaya\ncintamu membuatku mengerti\nmakna pulang yang sebenarnya;Pantun Nasihat;Pantun Kasih Sayang
4112;Mentari naik perlahan tinggi\nbayang lenyap oleh cahaya\ncintamu membuatku mengerti\narti pulang yang sesungguhnya;Pantun Nasihat;Pantun Kasih Sayang
4113;Mentari pagi bersinar cerah\nEmbun jatuh di ujung daun\nJika ingin hidup penuh berkah\nJaga lisan dan sopan santun;Pantun Nasihat;Pantun Nasihat
4114;Mentari pagi bersinar terang\nAwan putih berarak pelan\nJika ingin cita berkembang\nBelajar tekun jangan tertahan;Pantun Nasihat;Pantun Nasihat
4117;Mentari pagi memancat terang\nBurung berkicau riuh di dahan\nKatanya tak punya waktu senggang\nBaru ditegur sudah ketakutan;Pantun Nasihat;Pantun Nasihat
4118;Mentari pagi membuka hari\ncahaya jatuh didaun basah\ncintamu hadir memberi arti\npada hidup yang pernah Lelah;Pantun Nasihat;Pantun Kasih Sayang
4119;Mentari pagi membuka hari\nSemangat baru hadir kembali\nJika ingin hidup terus berseri\nBangun pagi dan perbaiki diri;Pantun Nasihat;Pantun Nasihat
4120;Mentari pagi membuka hari\nSemangat baru tumbuh di dada\nJika ingin hidup terus berseri\nAwali hari dengan doa;Pantun Nasihat;Pantun Nasihat
4121;Mentari pagi membuka hari\nsuara alam bengkit perlahan\nalam hidup dalam simfoni\ntanpa perlu tepuk pujian;Pantun Nasihat;Pantun Kiasan
4125;Mentari pagi menyapa bumi\nEmbun menetes di ujung daun\nJika ingin hidup penuh harmoni\nJaga sikap dan tutur santun;Pantun Nasihat;Pantun Nasihat
4127;Mentari pagi menyentuh awan\nLangit biru tampak cerah\nJika ingin hidup penuh ketenangan\nJauhkan diri dari prasangka salah;Pantun Nasihat;Pantun Nasihat
4128;Mentari pagi menyentuh ladang\nKabut tipis perlahan hilang\nJika hidup sering terasa bimbang\nPegang tujuan jangan goyah terombang;Pantun Nasihat;Pantun Nasihat
4131;Mentari pagi menyimbah desa\nKabut nipis beransur hilang\nJika berniat membina bangsa\nKejujuran asas cemerlang;Pantun Nasihat;Pantun Nasihat
4132;Mentari pagi menyimbah desa\nKabut tersingkap di kaki bukit\nJika ilmu menjadi perkasa\nBangsa bangkit tiada terhimpit;Pantun Nasihat;Pantun Nasihat
4133;Mentari pagi menyimbah desa\nKabut tipis beransur hilang\nJika tekun membina usaha\nCita terangkat menjulang gemilang;Pantun Nasihat;Pantun Nasihat
4135;Mentari pagi menyinari bumi\nEmbun jatuh di ujung daun\nJika ingin hidup penuh harmoni\nJaga adab dan sikap santun;Pantun Nasihat;Pantun Nasihat
4136;Mentari pagi menyinari desa\nAnak-anak bermain ceria\nJika ingin hidup penuh rasa\nSebarkan kasih tanpa membeda;Pantun Nasihat;Pantun Nasihat
4137;Mentari pagi menyinari taman\nEmbun menetes di ujung daun\nJika hidup ingin menenangkan\nSyukurilah nikmat yang terhimpun;Pantun Nasihat;Pantun Nasihat
4138;Mentari pagi mulai bersinar\nCahaya hangat menyentuh bumi\nJika langkah tetap sabar\nTuhan bukakan jalan rezeki;Pantun Nasihat;Pantun Nasihat
4139;Mentari pagi muncul cerah\nEmbun gugur di hujung daun\nJika hidup mahu berkah\nBersyukur selalu setiap tahun;Pantun Nasihat;Pantun Nasihat
4140;Mentari pagi muncul perlahan\nCahaya hangat menyinari bumi\nBila tekun dalam perjuangan\nCita-cita datang menghampiri;Pantun Nasihat;Pantun Nasihat
4141;Mentari pagi muncul perlahan\nEmbun bening jatuh ke bumi\nJika ingin hidup bertahan\nKuatkan tekad dalam diri;Pantun Nasihat;Pantun Nasihat
4142;Mentari pagi muncul perlahan\nEmbun jatuh membasahi daun\nJika janji terucap dari lisan\nUsahakan jangan dilanggar tahun;Pantun Nasihat;Pantun Nasihat
4143;Mentari pagi sinarnya asli\nSenja datang membuai rasa\nTunduk menghadap pada Ilahi\nTugas kita sebagai hamba;Pantun Nasihat;Pantun Nasihat
4144;mentari pagi sinarnya hangat\nberangkat kerja ke pulau rengat\nbelajar haruslah semangat\njangan tersalah pada niat;Pantun Nasihat;Pantun Nasihat
4145;Mentari pagi tampak bersinar\nBurung bernyanyi di dahan cemara\nJika ingin hidupmu benar\nPegang teguh nilai dan agama;Pantun Nasihat;Pantun Nasihat
4146;Mentari senja berpamitan\ncahaya redup memeluk hari\nalam mengajarkan keindahan\ndalam sederhana dan harmoni;Pantun Nasihat;Pantun Kiasan
4150;Mentari senja mulai merona\nLangit indah menutup hari\nJika hidup dijalani penuh makna\nTidur pun tenang esok berseri;Pantun Nasihat;Pantun Nasihat
4151;Mentari senja mulai tenggelam\nHari ditutup dengan doa\nJika hidup kadang terasa kelam\nPercayalah harapan selalu ada;Pantun Nasihat;Pantun Nasihat
4156;Mentari siang terasa hangat\nBayang daun menari pelan\nJika ingin hidup penuh manfaat\nGunakan waktu dengan perencanaan;Pantun Nasihat;Pantun Nasihat
4157;Mentari siang terasa panas\nPetani tetap bekerja\nJika ingin hasil yang pantas\nPerjuangan janganlah sirna;Pantun Nasihat;Pantun Nasihat
4161;Mentari sore mulai meredup\nLangit jingga menutup hari\nJika hidup kadang terasa cukup\nItu tanda syukur telah mengisi;Pantun Nasihat;Pantun Nasihat
4163;Mentari sore mulai merona\nLangit jingga menutup hari\nJika hidup dijalani penuh makna\nEsok bangun dengan hati berseri;Pantun Nasihat;Pantun Nasihat
4164;Mentari sore mulai redup\nLangit merah tampak indah\nSelama semangat tetap hidup\nImpian takkan pernah punah;Pantun Nasihat;Pantun Nasihat
4166;Mentari sore turun perlahan\ngunung diam memluk awan\nalam hadir penuh kebijaksanaan\ndalam diam yang menguatkan;Pantun Nasihat;Pantun Nasihat
4167;mentari terbenam warnanya jingga\npulang kerumah dengan sepedela\ndari kecil kita bersama\nsampai tua kan begini jua;Pantun Nasihat;Pantun Nasihat
4168;Mentari terbit di ufuk timur\nCahayanya hangat menyapa bumi\nKalau ingin hidup makmur\nBekerjalah penuh dedikasi;Pantun Nasihat;Pantun Nasihat
4169;menuai padi di hari selasa\npadi di olah jadikan beras\ntempat bertanya dan bercerita\nwahai kalian sahabat sekelas;Pantun Nasihat;Pantun Nasihat
4170;menuju ke hulu membuat pagar\nmenyusuri sungai naik sampan\ncarilah guru tempat belajar\nagar tidak menyesal kemudian;Pantun Nasihat;Pantun Nasihat
4171;menuju kebun pergi membabat\npulangnya memetik semangka\nsekolah senin berangkat cepat\nsepatu kiri dan kanan beda warna;Pantun Nasihat;Pantun Nasihat
4173;menuju sawah membawa sapi\nhari petang marilah pulang\nwahai pahlawan yang kami hormati\njasamu akan terus dikenang;Pantun Nasihat;Pantun Nasihat
4174;menulis surat pakai pena\njalanjalan bawa bekal\nteman yang lain namanya dina\nartinya diamdiam tapi nakal;Pantun Nasihat;Pantun Nasihat
4175;menulis syair di daun lontar\npohon kelapa tempat si tupai\nsuka membaca otakpun pintar\nkelak jadi anak yang pandai;Pantun Nasihat;Pantun Nasihat
4176;menuntut ilmu ke pusat kota\ndengan niat pergi kuliah\njanganlah kawan berburuk sangka\nnanti hatimu akan gelisah;Pantun Nasihat;Pantun Nasihat
4180;merah putih bendera indonesia\nditambah biru bendera belanda\nbertemanlah dengan siapa saja\njangan bedakan miskin dan kaya;Pantun Nasihat;Pantun Nasihat
4181;merah warna buah tomat\nmembuat sayur jadi nikmat\nmari kita mencari sahabat\nsupaya hidup punya manfaat;Pantun Nasihat;Pantun Nasihat
4182;merah warna buah tomat\nmembuat sayur terasa nikmat\nbeta ingin mencari sahabat\nagar hidup punya manfaat;Pantun Nasihat;Pantun Nasihat
4184;merah warnanya batu bata\ndibawa jauh ke luar kota\nkasihan yang namanya rita\nsuka iri dan mintaminta;Pantun Nasihat;Pantun Nasihat
4187;Meranti tua berakar kukuh\nMenjulang tinggi menongkat langit\nJika prinsip tidak runtuh\nGodaan datang tak mudah menggigit;Pantun Nasihat;Pantun Nasihat
4189;merdu kokoknya si ayam jantan\nayam berkokok di pagi hari\nkuucapkan selamat padamu teman\ndi malam tahun yang baru uni;Pantun Nasihat;Pantun Nasihat
4190;merdu suaranya si ayam jantan\nayam berkokok di pagi buta\nhiduplah damai di keseharian\nbukti negeri yang makmur sentosa;Pantun Nasihat;Pantun Nasihat
4191;mereka ikhlas membantu\nwalau tanpa kepala suku\ndoaku kini hanya satu\nkamu jodo dunia akhiratku;Pantun Nasihat;Pantun Nasihat
4193;merpati putih mandi di kali\nselepas mandi terbang tinggi\njadilah anak yang baik hati\nsenang menolong dan suka memberi;Pantun Nasihat;Pantun Nasihat
4195;merpati terbang membuat sayap patah\nkarena ditembak oleh pemburu\nkepada ibu guru yang ramah tamah\nsalam hormat dari kami untuk mu;Pantun Nasihat;Pantun Nasihat
4197;meski hanya sebuah jambu\ntetap bisa dibuat jamu\nmeski jarang kita bertemu\ncintaku tetap hanya untukmu;Pantun Nasihat;Pantun Kasih Sayang
4198;meski keras si buah pala\njangan simpan di dalam lemari\nmeski sukses kalian disana\njangan lupakan kami yang disini;Pantun Nasihat;Pantun Nasihat
4200;minggu pagi mencuci sepatu\nlepaskan ternak dari kandang\nselamat pagi di hari rabu\nmeski sekarang sudah siang;Pantun Nasihat;Pantun Sukacita
4202;minggu pagi pergi ke pasar\npulangnya ketika siang bolong\njika sirkulasi darah lancar\nsistem pencernaan juga akan plong;Pantun Nasihat;Pantun Nasihat
4204;minum air dengan gelas\npergi ke ladang dapat belalang\nbangun pagi jangan malas\nsupaya jangan telat datang;Pantun Nasihat;Pantun Nasihat
4205;minum air melepas dahaga\nkeringat bercucuran hingga lekat\nrajin lah berolahraga\nagar tubuh tetap sehat dan kuat;Pantun Nasihat;Pantun Nasihat
4206;minum arak pahit rasanya\ntidak cocok untuk anak kuliah\napalah daya sudah usaha\nbelum apa apa sudah binasah;Pantun Nasihat;Pantun Nasihat
4207;minum banyak perut kembung\nkalau minum yang biasa saja\nmari kita rajin menabung\nagar kita bisa hidup kaya;Pantun Nasihat;Pantun Nasihat
4208;Minum cincau di siang bolong\nRasa cincaunya segar sekali\nJangan pernah menjadi orang sombong\nAgar jauh dari penyakit hati;Pantun Nasihat;Pantun Nasihat
4210;minum es jeruk rasanya segar\nsambil duduk di pinggir pantai\ntiap hari selalu belajar\nagar kelak menjadi pandai;Pantun Nasihat;Pantun Nasihat
4211;minum fanta sampai empat\nbotolnya retak jatuh dimeja\ntugas wanita sangat berat\nkadang masak kadang bekerja;Pantun Nasihat;Pantun Nasihat
4213;Minum jamu rasanya pahit\nTambahkan gula dan bunga melati\nWalau ilmu setinggi langit\nTak diamalkan, tiada berarti;Pantun Nasihat;Pantun Kiasan
4214;minum jamu sambil berdiri\ndiseduh cepat duduk di bangku\nbila hatimu masih sendiri\nberilah tempat untuk diriku;Pantun Nasihat;Pantun Nasihat
4215;minum jamu sambil berdiri\ndiseduhnya di atas panci\nbila hatimu masih sendiri\nbolehkah aku yang mengisi;Pantun Nasihat;Pantun Nasihat
4216;minum jamu sehatkan raga\nmakan buah sehatkan mata\nkumpulkan ilmu dalam dada\namalkan ia di kehidupan nyata;Pantun Nasihat;Pantun Nasihat
4220;minum kopi biar mata melek\njalan kaki daripada ngojek\nwahai kita sesama orang jelek\ndilarang untuk saling mengejek;Pantun Nasihat;Pantun Nasihat
4226;minum sirup jeruk segelas\nambil kue kuenya talas\nsemua harus bersihkan kelas\nkecuali monyet yang terlalu malas;Pantun Nasihat;Pantun Nasihat
4228;minum susu di pagi buta\nsebelum pergi berangkat sekolah\njangan mengeluh dan mengupat saja\nini selasa bukan masalah;Pantun Nasihat;Pantun Nasihat
4229;minum teh celupkan roti\nroti hadiah dari surabaya\nkerja ikhlas dari hati\nkeluh kesah jangan dimanja;Pantun Nasihat;Pantun Nasihat
4231;minuman segar sudah tersaji\ntersaji bersama buah nangka\nsaat kesabaran sedang diuji\ntetap tabah tak boleh murka;Pantun Nasihat;Pantun Nasihat
4232;Minyak kayu putih dipakai di badan\nRasanya akan menjadi hangat\nJagalah kebersihan lingkungan\nLingkungan bersih membuat kita sehat;Pantun Nasihat;Pantun Nasihat
4233;minyak rambut si minyak kemiri\nmelukis alis dengan pensil\nselamat berpisah guru kami\ndoakan kami agar berhasil;Pantun Nasihat;Pantun Nasihat
4234;minyak tanah dalam tangki\ntangki berkarat berbahan besi\njangan suka saling mendengki\nhanya membuat sempit di hati;Pantun Nasihat;Pantun Nasihat
4237;mohon doa padamu tuhan\nagar majlis berjalan lancar\nbiarlah berkat kita aminkan\napa dihajar moga terpancar;Pantun Nasihat;Pantun Nasihat
4238;mohon maaf bila salah\nluka di hati bisa sembuh\nrajin belajar di sekolah\nrasa malas dibuang jauh;Pantun Nasihat;Pantun Nasihat
4239;monyet bergelar si buruk rupa\nsuka memanjat pohon jambu\nayo kawan selagi muda\nkita berlomba mencari ilmu;Pantun Nasihat;Pantun Nasihat
4240;monyet bergelar si jelek rupa\nsuka memanjat pohon jambu\nayo mitra selagi muda\nkita beromba mencari ilmu;Pantun Nasihat;Pantun Nasihat
4241;monyet berlari mengejar kamu\nberlari menabrak pintu\nku tuntut ilmu dari guruku\nuntuk meraih citacitaku;Pantun Nasihat;Pantun Nasihat
4242;monyet pertama mencari kutu\nkutunya dimakan monyet kedua\nrajinlah engkau membaca buku\nkarena buku jendela dunia;Pantun Nasihat;Pantun Nasihat
4243;monyet tetangga memanjat kelapa\nkelapa dibelah dengan pahat\nrajinlah untuk berolahraga\nagar tubuh menjadi sehat;Pantun Nasihat;Pantun Nasihat
4244;motor jatuh di tikungan\nlewat jembatan dari papan\njangan membuang sampah sembarangan\nagar lingkungan indah dan nyaman;Pantun Nasihat;Pantun Nasihat
4245;motor matic tak pakai rantai\npanaskan mesin di pagi hari\nberpisah bukannya bercerai\nsemoga salam mempertemukan lagi;Pantun Nasihat;Pantun Nasihat
4247;Mudah pula mengail ikan\nAda haruan dan sepat\nDengan ilmu terus diamalkan\nBetul aqidah pahalapun dapat;Pantun Nasihat;Pantun Nasihat
4250;murid dikelas ada putra dan putri\nanak putri memakai jilbab\nbanyak belajar akhirnya mengerti\nditanya guru selalu menjawab;Pantun Nasihat;Pantun Nasihat
4251;musik klasik enak didengarkan\nmakan sayur ditambah ikan kakap\nberbuat baik dengan tindakan\nadalah syukur yang tidak terucap;Pantun Nasihat;Pantun Nasihat
4253;musim kemarau kering kerontang\nmusim penghujan segera datang\nbertani janganlah banyak hutang\nlintah darat selalu menghadang;Pantun Nasihat;Pantun Nasihat
4254;nafas habis jadi mayat\nkain indah kain cindai\nbelajar itu sepanjang hayat\njangan merasa sudah pandai;Pantun Nasihat;Pantun Nasihat
4255;nahkoda bekerja di hari minggu\nkapal besar siap berlayar\npergi sekolah untuk menuntut ilmu\nhormati guru dengan tekun belajar;Pantun Nasihat;Pantun Nasihat
4256;nahkoda di bahtera berseru\nkarena kencang bertiup anginnya\nbarang siapa punya ilmu\nilmu akan menjaga dirinya;Pantun Nasihat;Pantun Nasihat
4257;Naik andong keliling kota\nKuda berjalan perlahan-lahan\nJika hidup penuh cita\nJangan malas dalam pekerjaan;Pantun Nasihat;Pantun Nasihat
4258;naik bajaj rodanya tiga\ndari bundaran ke sudirman\nhatiku resah menanti tiba\njumpa denganmu wahai pujaan;Pantun Nasihat;Pantun Kasih Sayang
4259;naik basikal pergi ke pekan\nsinggah membeli periuk belanga\nsungguh manis bila dimakan\nkulitnya merah rambutnya pula;Pantun Nasihat;Pantun Nasihat
4260;naik becak pulang sekolah\npulangnya jam setengah dua\njangan suka berkeluh kesah\nlebih baik fokus bekerja;Pantun Nasihat;Pantun Nasihat
4263;naik delman dekat pak kusir\nbanyak lubang lambat jalannya\npantas saja saya naksir\nkamu memang cantik orangnya;Pantun Nasihat;Pantun Kasih Sayang
4269;naik kebukit membeli lada\nlada sebiji dibelah tujuh\napanya sakit berbini janda\nanak tiri boleh disuruh;Pantun Nasihat;Pantun Hiburan
4271;Naik kereta ke Kediri\nJarak jauh sampai ke Pati\nBagus sekali bentuknya padi\nMakin tunduk tanda berisi;Pantun Nasihat;Pantun Hiburan
4272;naik kereta turun di gambir\nmain di kota lupa pulang\nbanyak kota alami banjir\nkarena pohon banyak ditebang;Pantun Nasihat;Pantun Nasihat
4274;naik kuda ke surabaya\nsinggah di kedai minum wedang\nmeski ragamu sudah tiada\nnamamu akan tetap dikenang;Pantun Nasihat;Pantun Dukacita
4275;naik kuda tanpa pelana\nkuda lari tak beraturan\njadi murid harus bijaksana\nagar disayang guru dan teman;Pantun Nasihat;Pantun Nasihat
4276;naik layar sama si egi\nada halilintar di langit biru\nbelajar itu tidak bikin rugi\norang pintar jarang ditipu;Pantun Nasihat;Pantun Nasihat
4277;naik odongodong berputarputar\ntapi sayang tempatnya jauh\npercuma punya otak pintar\nkalau suka bikin gaduh;Pantun Nasihat;Pantun Nasihat
4280;Naik sedan ke kota Jeddah\nLihat jalan yang bersejarah\nBanyak godaan dalam ibadah\nTapi jangan pernah menyerah;Pantun Nasihat;Pantun Agama
4281;Naik sepeda ke kota lama\nJalan berliku tak terasa\nJika hidup penuh usaha\nCita-cita pasti tercapai jua;Pantun Nasihat;Pantun Nasihat
4282;naik sepeda ke sekolah\nmelihat pekerja membuat aspal\njangan lupa belajar di rumah\nagar bisa menjawab soalsoal;Pantun Nasihat;Pantun Nasihat
4283;Naik sepeda keliling kota\nSinggah sebentar membeli roti\nJangan tunda pekerjaan kita\nWaktu tak akan kembali lagi;Pantun Nasihat;Pantun Nasihat
4284;naik sepeda menerjang pagar\nsungguh malu jatuh terjengkang\nzaman sekarang malas belajar\nkelak hidupnya terbelakang;Pantun Nasihat;Pantun Nasihat
4288;naik unta pergi berhaji\nberbekal tauhid dan juga iman\nidul adha waktunya berbagi\nlambang ukhuwah dan persaudaraan;Pantun Nasihat;Pantun Agama
4289;nama allah banyak disebut\njangan kerah lirihkan suara\ntatapannya sangat lembut\ntanda gadis berhati sutra;Pantun Nasihat;Pantun Nasihat
4290;nangka muda digulai lemak\nbuah keranji masak tersangkut\nharta dunia jangan di tamak\nkalau mati tak akan mengikut;Pantun Nasihat;Pantun Nasihat
4292;nasi goreng dicampur telur\ntelur ceplok enak rasanya\nkalau kamu ingin hidup mujur\nberusaha jujur untuk selamanya;Pantun Nasihat;Pantun Nasihat
4293;nasi goreng tabur bawang\nmakan dulu untuk sarapan\ndalam hidup mesti berjuang\njangan sampai putus harapan;Pantun Nasihat;Pantun Nasihat
4294;nasi hangat dalam kukusan\nnasi merah dalam nampan\nbelajar jangan pernah bosan\nsupaya cerah masa depan;Pantun Nasihat;Pantun Nasihat
4298;Nasi sebakul dimakan anjing\nAnjing tetangga berwarna gading\nBerat dipikul, ringan dijinjing\nBekerja sama saling bersanding;Pantun Nasihat;Pantun Kiasan
4299;negara dijajah beralih kitaran\nsabar menanti hadir purnama\ncantik wajah bukan ukuran\nindah pekerti syarat utama;Pantun Nasihat;Pantun Nasihat
4300;negeri aman damai bahagia\nhidup sejahtera para rakyatnya\nsemoga tetap selamat sentosa\nwahai teman yang jauh di sana;Pantun Nasihat;Pantun Nasihat
4303;nelayan menangkap ikan tongkol\ndijual ke pasar raya\nsaya disini sebagai protokol\nsemoga bisa membawakan acara;Pantun Nasihat;Pantun Nasihat
4306;netizen bela pilihannya\ndemi dapat banyak suara\nsiapapun nanti presidennya\nkita semua tetap saudara;Pantun Nasihat;Pantun Nasihat
4307;ngebuburit ke pembahasan\nbertemu dengan sahabat lama\nselamat tahun baru untukmu teman\nsemoga selalu berbahagia;Pantun Nasihat;Pantun Sukacita
4310;ngomong ini itu kena sela\nbanyak kerja banyak syarat\nmari kita bertepuk pramuka\nagar berkurang semua penat;Pantun Nasihat;Pantun Nasihat
4314;nusantara banyak tarian\nmasakan padang gulai rendang\nmari tanam banyak pepohonan\nsupaya suasana semakin rindang;Pantun Nasihat;Pantun Nasihat
4315;nyalakan lilin ketika senja\njaga ia jangan sampai redup\nisilah ilmu di dalam dada\nuntuk bekal jalani hidup;Pantun Nasihat;Pantun Nasihat
4319;obat sakit gigi diramu\ndibuat larut dalam perigi\nkuucapkan selamat pagi untukmu\nsenyumlah jangan cemberut lagi;Pantun Nasihat;Pantun Sukacita
4321;olah kayu jadikan papan\npapan dari kayu gaharu\nmeski tak lagi kita berdekatan\nkisah yang panjang kenanglah selalu;Pantun Nasihat;Pantun Nasihat
4322;olahraga sore main lempar lembing\nbadan bugar banyak keringat\nkalau teman ada di samping\nhujan kamis ini menjadi hangat;Pantun Nasihat;Pantun Nasihat
4323;olahragawati badannya ramping\nterapkan sehat sempurna\njantung adalah organ yang penting\ndalam tubuh setiap manusia;Pantun Nasihat;Pantun Nasihat
4324;oleholeh dari sukabumi\njangan sekedar sepatu sandal\nboleh kita krisis ekonomi\nasalkan jangan krisis moral;Pantun Nasihat;Pantun Nasihat
4325;oleholeh minyak zaitun\ndapat pula kain katun\njika pribadi selalu santun\nsemua orang mudah dituntun;Pantun Nasihat;Pantun Nasihat
4326;Ombak beralun di Kuala Indah\nPerahu kecil berlabuh sauh\nJika sabar tidak berubah\nSegala resah akan menjauh;Pantun Nasihat;Pantun Nasihat
4330;Ombak berkejar di tepi pantai\nPasir halus membasuh kaki\nCita disusun jangan tergadai\nUsaha tekun kunci rezeki;Pantun Nasihat;Pantun Nasihat
4331;ombak berkejar menuju karang\nbuih putih pecah berulang\nalam bergerak tanpa bimbang\nmenjadi lukisan hidup yang tenang;Pantun Nasihat;Pantun Nasihat
4338;Ombak kecil memukul pantai\nPasir halus berkilau terang\nJika berbeza jangan bertikai\nBersatu padu lebih cemerlang;Pantun Nasihat;Pantun Nasihat
4345;ombak lautan tiba menghantam\nuntuk nelayan sudah terlatih\nbiarpun badannya hitam\nyang penting hatinya putih;Pantun Nasihat;Pantun Hiburan
4350;Ombak mengusap pasir nan putih\nPerahu pulang berlabuh sauh\nJika jujur menjadi benih\nSuburlah hidup tiada keruh;Pantun Nasihat;Pantun Nasihat
4352;orang bekerja diberikan upah\nhidangan disajikan dalam talam\ngajah putih di tengah rumah\nlayar terkembang di waktu malam;Pantun Nasihat;Pantun Nasihat
4353;orang berkain menutup aurat\nsesuai dengan petuah hadis\norang muslimin hidup beradat\nlakunya sopan mukanya manis;Pantun Nasihat;Pantun Sosial Budaya
4355;orang datang beriringiringan\nmelewati jalan berbatu\nbangun pagi jangan kesiangan\ndatang ke sekolah tepat waktu;Pantun Nasihat;Pantun Nasihat
4356;orang hulu memalu nobat\nnobat di palu kayu berangan\nfikir dahulu sebelum buat\nkalau dibuat menyesal jangan;Pantun Nasihat;Pantun Nasihat
4357;orang indonesia ramahtamah\nmudah senyum dan juga sopan\nminggu memang libur sekolah\nnamun malamnya amat menyedihkan;Pantun Nasihat;Pantun Nasihat
4358;orang jawa mencari benang\nmencari benang di atas bukit\norang jauh jangan dikenang\nlamalama jadi penyakit;Pantun Nasihat;Pantun Nasihat
4359;orang kaya banyak berharta\nke sumatera setiap tahun\nbismillah saya membuka kata\nberseni sastra membuat pantun;Pantun Nasihat;Pantun Sosial Budaya
4362;orang kesurupan kuda lumping\nberpetualang ke atas bukit\nmata ke depan jalan ke samping\nkalau bersalaman membuat sakit;Pantun Nasihat;Pantun Nasihat
4364;orang menganyam sambil duduk\nbila sudah bawa ke balai\nmelihat ayam memakai tanduk\ndatang musang meminta damai;Pantun Nasihat;Pantun Kiasan
4365;orang mentigi mengail tenggiri\ntenggiri dijual dalam pekan\nkami yang pergi mohon diri\nsilap dan salah mohon dimaafkan;Pantun Nasihat;Pantun Nasihat
4366;orang pandai mencintai bahasa\nbahasa santun orang terpikat\njika bangsa menghargai bahasa\nbangsa dihormati dan bermartabat;Pantun Nasihat;Pantun Kiasan
4368;orang sasak pergi ke bali\nmembawa pelita semuanya\nberbisik pekak dengan tuli\ntertawa si buta melihatnya;Pantun Nasihat;Pantun Hiburan
4370;Orang tua selalu bernada\nHadapi hidup dengan tekal\nWarisan lama jangan dilupa\nAgar hidup sentiasa berbekal;Pantun Nasihat;Pantun Sosial Budaya
4371;orangorang membersihkan reruntuhan\nbekas kebakaran yang melahapnya\nsahabat tempat berbagi kesedihan\ndan tak pernah membongkarnya;Pantun Nasihat;Pantun Dukacita
4372;organisasi kampus mencari kader\ndemi penuhi kepentingan melimpah\njangan ragu bertemu dengan dokter\njika tak ingin penyakit kian parah;Pantun Nasihat;Pantun Nasihat
4373;pabila meraut selodang buluh\nsiapkan lidi buang miangnya\nbila menjemput orang nan jauh\nsiapkan nasi dengan hidangnya;Pantun Nasihat;Pantun Nasihat
4374;pabila pohon harus dipanjat\nkaki janganlah hingga melompat\nkalau ingin naik derajat\nilmu dan iman haruslah diangkat;Pantun Nasihat;Pantun Agama
4375;pacarku bernama mamat\ndia penyayang tapi posesif\nayo berupaya hidup sehat\nagar memberi dampak positif;Pantun Nasihat;Pantun Nasihat
4376;pada roda ada jeruji\nroda kuat bisa berputar\nmakanlah makanan yang bergizi\nbadan sehat otak pun pintar;Pantun Nasihat;Pantun Nasihat
4377;padang datar tempat beburu\nbunga mawar tumbuh di taman\nhendaklah menghormati guru\nitulah tanda murid yang budiman;Pantun Nasihat;Pantun Nasihat
4379;padang temu padang baiduri\ntempat raja membangun kota\nbijak bertemu dengan jauhari\nbagaikan cincin dengan permata;Pantun Nasihat;Pantun Nasihat
