isi_input_model;sampiran_generated;semantic_bridge_score_llm_1_5;score_source;no;id_data_asli;jenis_pantun;pantun_asli_lengkap;sampiran_asli;model;setting;setting_label;gen_line_count;isi_line_count;r_score;a_score;clr;suku_baris_1;suku_baris_2;suku_baris_3;suku_baris_4;dev_total
"Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh";"Terbang rendah si burung derkuku
Tinggal hinggap di atas dahan";3;manual_pending;25;5518;Pantun pendidikan;"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh";"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh";Gemini;few_shot;Hasil Few-shot;2;2;0;1000000;0;10;9;11;11;0
"Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh";"Bulan purnama menyinari desa
Pohon rindang tempat berteduh";3;manual_pending;25;5518;Pantun pendidikan;"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh";"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;9;11;11;0
"Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh";"Langit tinggi dikejar awan
Bukit tinggi dengan pohon pinus";2;manual_pending;25;5518;Pantun pendidikan;"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh";"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh";DeepSeek-R1;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;10;11;11;0
"Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Burung merpati terbang mengalun
Singgah sebentar di atas batu";3;manual_pending;26;514;Pantun pendidikan;"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Angin pagi menyentuh daun
Embun jatuh di atas batu";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;11;9;0
"Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Tumbuh subur pohon di alun,
Manis rasanya buah duku";4;manual_pending;26;514;Pantun pendidikan;"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Angin pagi menyentuh daun
Embun jatuh di atas batu";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;11;9;0
"Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Perahu melaju di tepi danau
Petani menanam padi di hulu";3;manual_pending;26;514;Pantun pendidikan;"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Angin pagi menyentuh daun
Embun jatuh di atas batu";Claude;few_shot;Hasil Few-shot;2;2;0;1000000;0;11;11;11;9;0
"Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Bunga melati tumbuh di taman
Harumnya semerbak sepanjang hari";3;manual_pending;26;514;Pantun pendidikan;"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Angin pagi menyentuh daun
Embun jatuh di atas batu";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;10;11;11;9;0
"Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Mata pelajaran di sekolah
Buku pengetahuan di perpustakaan";1;manual_pending;26;514;Pantun pendidikan;"Angin pagi menyentuh daun
Embun jatuh di atas batu
Ilmu tinggi bukan sekadar daun
Namun amal jadi penentu";"Angin pagi menyentuh daun
Embun jatuh di atas batu";DeepSeek-R1;few_shot;Hasil Few-shot;2;2;0;852344;0;10;13;11;9;1
"ilmu sejati lahir dari hening
dan hati yang tulus berniat";"Bening telaga di kaki tebing
Padi menguning siap dituai";4;manual_pending;27;1636;Pantun pendidikan;"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat";"burung merpati terbang beriring
menuju senja di ufuk barat";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;0;1000000;0;10;10;11;9;0
"ilmu sejati lahir dari hening
dan hati yang tulus berniat";"Embun bening jatuh bening
Padi menguning siap dipetik";3;manual_pending;27;1636;Pantun pendidikan;"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat";"burung merpati terbang beriring
menuju senja di ufuk barat";Chat-GPT;few_shot;Hasil Few-shot;2;2;0;1000000;0;8;10;11;9;0
"ilmu sejati lahir dari hening
dan hati yang tulus berniat";"Burung pipit hinggap di ranting
Membawa padi ke dalam pukat";2;manual_pending;27;1636;Pantun pendidikan;"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat";"burung merpati terbang beriring
menuju senja di ufuk barat";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;11;9;0
"ilmu sejati lahir dari hening
dan hati yang tulus berniat";"Terbang burung di atas reranting,
Hinggap sebentar di atas pukat.";2;manual_pending;27;1636;Pantun pendidikan;"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat";"burung merpati terbang beriring
menuju senja di ufuk barat";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;11;9;0
"ilmu sejati lahir dari hening
dan hati yang tulus berniat";"Air telaga jernih dan bening
Petani ladang menanam obat";4;manual_pending;27;1636;Pantun pendidikan;"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat";"burung merpati terbang beriring
menuju senja di ufuk barat";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;11;9;0
"ilmu sejati lahir dari hening
dan hati yang tulus berniat";"Air jernih tampak bening
Padi ditanam di sawah rakyat";3;manual_pending;27;1636;Pantun pendidikan;"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat";"burung merpati terbang beriring
menuju senja di ufuk barat";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;8;10;11;9;0
"ilmu sejati lahir dari hening
dan hati yang tulus berniat";"Pagi bersinar terbitlah matahari
Menyinari dunia dengan sinarnya";2;manual_pending;27;1636;Pantun pendidikan;"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat";"burung merpati terbang beriring
menuju senja di ufuk barat";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;12;12;11;9;0
"Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara";"Anak merpati terbang melayang
Harum kenanga di tepi muara";4;manual_pending;28;6142;Pantun adat dan budaya;"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara
Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara";"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;11;11;0
"Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara";"Terbang tinggi si burung elang
Singgah sebentar di dekat muara";3;manual_pending;28;6142;Pantun adat dan budaya;"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara
Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara";"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;11;11;11;0
"Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara";"Terbang tinggi si burung elang,
Hinggap sebentar di atas muara.";2;manual_pending;28;6142;Pantun adat dan budaya;"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara
Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara";"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;11;11;11;0
"Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara";"Pendidikan tinggi memang penting
Tapi akhlak mulia jauh lebih berharga";2;manual_pending;28;6142;Pantun adat dan budaya;"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara
Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara";"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara";DeepSeek-R1;few_shot;Hasil Few-shot;2;2;0;748293;0;10;14;11;11;2
"Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Mentari pagi menyinari hati
Burung merbah bertengger di dahan";1;manual_pending;29;6149;Pantun adat dan budaya;"Sirih kuning disusun rapi
Pinang dibelah dua bahagian
Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Sirih kuning disusun rapi
Pinang dibelah dua bahagian";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;10;10;0
"Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Petik sekuntum bunga melati
Simpan sedikit di dalam genggaman";5;manual_pending;29;6149;Pantun adat dan budaya;"Sirih kuning disusun rapi
Pinang dibelah dua bahagian
Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Sirih kuning disusun rapi
Pinang dibelah dua bahagian";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;10;10;0
"Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Memetik bunga di pagi hari,
Dibawa pulang ke tengah pekan.";3;manual_pending;29;6149;Pantun adat dan budaya;"Sirih kuning disusun rapi
Pinang dibelah dua bahagian
Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Sirih kuning disusun rapi
Pinang dibelah dua bahagian";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;10;0
"Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Kalau pergi ke kota Jati
Anak-anak bermain layangan";3;manual_pending;29;6149;Pantun adat dan budaya;"Sirih kuning disusun rapi
Pinang dibelah dua bahagian
Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Sirih kuning disusun rapi
Pinang dibelah dua bahagian";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;10;10;0
"Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Bunga melati harum sekali
Pergi ke hutan mencari rotan";2;manual_pending;29;6149;Pantun adat dan budaya;"Sirih kuning disusun rapi
Pinang dibelah dua bahagian
Jika hidup ingin diberkati
Pelihara adat dan pegangan";"Sirih kuning disusun rapi
Pinang dibelah dua bahagian";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;10;0
"adat dijaga pusaka dijunjung
baru terpelihara adat pesaka";"Tinggi melambung burung di gunung
Hinggap sebentar di dahan cempaka";4;manual_pending;30;3695;Pantun adat dan budaya;"lebat daun bunga tanjung
berbau harum bunga cempaka
adat dijaga pusaka dijunjung
baru terpelihara adat pesaka";"lebat daun bunga tanjung
berbau harum bunga cempaka";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;11;12;0
"adat dijaga pusaka dijunjung
baru terpelihara adat pesaka";"Anak nelayan menjala di tanjung,
Mekar indah bunga cempaka.";4;manual_pending;30;3695;Pantun adat dan budaya;"lebat daun bunga tanjung
berbau harum bunga cempaka
adat dijaga pusaka dijunjung
baru terpelihara adat pesaka";"lebat daun bunga tanjung
berbau harum bunga cempaka";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;9;11;12;0
"adat dijaga pusaka dijunjung
baru terpelihara adat pesaka";"Pergi memancing ke tepi kampung
Sawah luas milik saudara";2;manual_pending;30;3695;Pantun adat dan budaya;"lebat daun bunga tanjung
berbau harum bunga cempaka
adat dijaga pusaka dijunjung
baru terpelihara adat pesaka";"lebat daun bunga tanjung
berbau harum bunga cempaka";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;11;12;0
"Budi bahasa tiang terbilang
Tegak bangsa sepanjang tahun";"Layar berkembang ke pulau seberang
Hujan rintik jatuh bertahun";1;manual_pending;31;1743;Pantun adat dan budaya;"Burung tempua beranyam sarang
Di pohon sena rimbun berdaun
Budi bahasa tiang terbilang
Tegak bangsa sepanjang tahun";"Burung tempua beranyam sarang
Di pohon sena rimbun berdaun";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;9;10;9;0
"Budi bahasa tiang terbilang
Tegak bangsa sepanjang tahun";"Pohon tinggi berdaun rindang,
Sejuk rasanya embun di alun.";3;manual_pending;31;1743;Pantun adat dan budaya;"Burung tempua beranyam sarang
Di pohon sena rimbun berdaun
Budi bahasa tiang terbilang
Tegak bangsa sepanjang tahun";"Burung tempua beranyam sarang
Di pohon sena rimbun berdaun";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;10;9;0
"Budi bahasa tiang terbilang
Tegak bangsa sepanjang tahun";"Camar terbang di atas karang
Jangan makan buah beracun";2;manual_pending;31;1743;Pantun adat dan budaya;"Burung tempua beranyam sarang
Di pohon sena rimbun berdaun
Budi bahasa tiang terbilang
Tegak bangsa sepanjang tahun";"Burung tempua beranyam sarang
Di pohon sena rimbun berdaun";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;10;9;0
"Budi bahasa jadi pegangan
Agar hidup sentiasa wajar";"Anak nelayan memegang kemudi
Perahu kecil berlayar ke muara";2;manual_pending;32;1931;Pantun adat dan budaya;"Daun selasih di tepi laman
Disiram embun waktu fajar
Budi bahasa jadi pegangan
Agar hidup sentiasa wajar";"Daun selasih di tepi laman
Disiram embun waktu fajar";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;0;1000000;0;11;12;10;10;0
"Budi bahasa jadi pegangan
Agar hidup sentiasa wajar";"Ke mana jalan menuju hutan
Singgah berteduh di atas jajar";3;manual_pending;32;1931;Pantun adat dan budaya;"Daun selasih di tepi laman
Disiram embun waktu fajar
Budi bahasa jadi pegangan
Agar hidup sentiasa wajar";"Daun selasih di tepi laman
Disiram embun waktu fajar";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;10;0
"Budi bahasa jadi pegangan
Agar hidup sentiasa wajar";"Berjalan-jalan ke tepi hutan
Nelayan pulang membawa layar";3;manual_pending;32;1931;Pantun adat dan budaya;"Daun selasih di tepi laman
Disiram embun waktu fajar
Budi bahasa jadi pegangan
Agar hidup sentiasa wajar";"Daun selasih di tepi laman
Disiram embun waktu fajar";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;10;0
"Budi bahasa jadi pegangan
Agar hidup sentiasa wajar";"Seperti daun yang saling merunduk rendah,
Tanda hormat dalam setiap pertemuan.";2;manual_pending;32;1931;Pantun adat dan budaya;"Daun selasih di tepi laman
Disiram embun waktu fajar
Budi bahasa jadi pegangan
Agar hidup sentiasa wajar";"Daun selasih di tepi laman
Disiram embun waktu fajar";Sailor2;few_shot;Hasil Few-shot;2;2;0;748293;0;13;13;10;10;2
"Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu";"Pohon jati tumbuh menjulang
Air mengalir menuju batu";4;manual_pending;33;4327;Pantun adat dan budaya;"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu
Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu";"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu";Chat-GPT;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;10;11;10;0
"Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu";"Berjalan jauh naik ke gunung
Bawa bekal si kue putu";3;manual_pending;33;4327;Pantun adat dan budaya;"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu
Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu";"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;11;10;0
"Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu";"Pergi berlayar menuju gunung
Singgah sebentar duduk di batu";2;manual_pending;33;4327;Pantun adat dan budaya;"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu
Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu";"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;11;10;0
"Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu";"Ranting pusaka terikat rapat,
Kesatuan hati tanda persaudaraan yang kuat.";1;manual_pending;33;4327;Pantun adat dan budaya;"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu
Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu";"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu";Sailor2;few_shot;Hasil Few-shot;2;2;0;623298;0;10;16;11;10;4
"Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa";"Manis rasanya si buah duku
Beli dua di Kota Banda";3;manual_pending;34;2139;Pantun adat dan budaya;"Embun perak di hujung dedalu
Bayu timur menyentuh seloka
Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa";"Embun perak di hujung dedalu
Bayu timur menyentuh seloka";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;11;9;0
"Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa";"Tumbuh lebat pohon benalu,
Mekar kuntum bunga kelapa.";4;manual_pending;34;2139;Pantun adat dan budaya;"Embun perak di hujung dedalu
Bayu timur menyentuh seloka
Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa";"Embun perak di hujung dedalu
Bayu timur menyentuh seloka";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;11;9;0
"Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa";"Agar kehidupan lebih bermartabat
Kebudayaan tinggi dijaga dengan baik";2;manual_pending;34;2139;Pantun adat dan budaya;"Embun perak di hujung dedalu
Bayu timur menyentuh seloka
Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa";"Embun perak di hujung dedalu
Bayu timur menyentuh seloka";DeepSeek-R1;few_shot;Hasil Few-shot;2;2;0;748293;0;12;14;11;9;2
"tak kenal maka tak sayang
marilah kita berkenalan";"Terbang melayang burung elang
Hinggap di dahan pohon rambutan";3;manual_pending;35;2330;Pantun kiasan dan peribahasa;"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan
tak kenal maka tak sayang
marilah kita berkenalan";"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;8;9;0
"tak kenal maka tak sayang
marilah kita berkenalan";"Terbang tinggi si burung elang,
Singgah sebentar di tepi jalan.";3;manual_pending;35;2330;Pantun kiasan dan peribahasa;"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan
tak kenal maka tak sayang
marilah kita berkenalan";"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;8;9;0
"tak kenal maka tak sayang
marilah kita berkenalan";"Anak burung terbang melayang
Singgah sejenak di tepi jalan";3;manual_pending;35;2330;Pantun kiasan dan peribahasa;"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan
tak kenal maka tak sayang
marilah kita berkenalan";"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;8;9;0
"tak kenal maka tak sayang
marilah kita berkenalan";"Pergi ke sawah menanam pisang
Singgah sebentar di tepi jalan";3;manual_pending;35;2330;Pantun kiasan dan peribahasa;"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan
tak kenal maka tak sayang
marilah kita berkenalan";"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;8;9;0
"tak kenal maka tak sayang
marilah kita berkenalan";"Sungai ilmu mengalir tanpa putus,
Membina persaudaraan yang abadi.";1;manual_pending;35;2330;Pantun kiasan dan peribahasa;"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan
tak kenal maka tak sayang
marilah kita berkenalan";"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan";Sailor2;few_shot;Hasil Few-shot;2;2;0;1000000;0;11;12;8;9;0
"tak kenal maka tak sayang
marilah kita berkenalan";"Ketidaktahuan akan menyulut
Perdebatan panjang yang sia-sia";2;manual_pending;35;2330;Pantun kiasan dan peribahasa;"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan
tak kenal maka tak sayang
marilah kita berkenalan";"hendak berlayar hari dah petang
tepikan biduk kucutkan sampan";DeepSeek-R1;few_shot;Hasil Few-shot;2;2;0;1000000;0;11;11;8;9;0
"peran ibu bapak dalam dunia
bagaikan bulan dan matahari";"Pergi berlayar ke Indonesia
Singgah sebentar di pagi hari";3;manual_pending;36;5563;Pantun kiasan dan peribahasa;"pohon kelapa ditanam disana
berdekatan dengan pohon kenari
peran ibu bapak dalam dunia
bagaikan bulan dan matahari";"pohon kelapa ditanam disana
berdekatan dengan pohon kenari";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;11;10;0
"peran ibu bapak dalam dunia
bagaikan bulan dan matahari";"Indah nian pemandangan Asia,
Petik melati di pagi hari.";4;manual_pending;36;5563;Pantun kiasan dan peribahasa;"pohon kelapa ditanam disana
berdekatan dengan pohon kenari
peran ibu bapak dalam dunia
bagaikan bulan dan matahari";"pohon kelapa ditanam disana
berdekatan dengan pohon kenari";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;10;11;10;0
"peran ibu bapak dalam dunia
bagaikan bulan dan matahari";"Kedamaian rumah tangga dijaga terang,
Dari sinar cinta tak berkesudahan.";4;manual_pending;36;5563;Pantun kiasan dan peribahasa;"pohon kelapa ditanam disana
berdekatan dengan pohon kenari
peran ibu bapak dalam dunia
bagaikan bulan dan matahari";"pohon kelapa ditanam disana
berdekatan dengan pohon kenari";Sailor2;few_shot;Hasil Few-shot;2;2;0;852344;0;13;12;11;10;1
"Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati";"Berlayar jauh ke Bintan Kelapa
Singgah berlabuh di muara jati";1;manual_pending;37;313;Pantun kiasan dan peribahasa;"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati
Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati";"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;11;10;9;0
"Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati";"Jatuh buah dari kelapa,
Tumbuh melati di dalam peti.";5;manual_pending;37;313;Pantun kiasan dan peribahasa;"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati
Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati";"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;10;9;0
"Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati";"Anak angsa berenang di rawa
Pucuk pandan wangi sekali";4;manual_pending;37;313;Pantun kiasan dan peribahasa;"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati
Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati";"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;10;9;0
"Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati";"Mereka memberi kita cahaya
Dan tempat perlindungan selamanya";3;manual_pending;37;313;Pantun kiasan dan peribahasa;"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati
Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati";"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati";DeepSeek-R1;few_shot;Hasil Few-shot;2;2;0;1000000;0;11;11;10;9;0
"Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani";"Bunga melati harum bermakna
Burung berkicau di pagi hari";2;manual_pending;38;3270;Pantun kiasan dan peribahasa;"Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi
Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani";"Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;10;0
"Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani";"Beli beras di pasar utama
Bawa pulang ke rumah petani";3;manual_pending;38;3270;Pantun kiasan dan peribahasa;"Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi
Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani";"Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;10;0
"Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani";"Pergi berlayar bersama-sama,
Memetik kuntum bunga melati.";4;manual_pending;38;3270;Pantun kiasan dan peribahasa;"Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi
Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani";"Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;10;0
"Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani";"Ke pasar membeli minyak kelapa
Burung camar terbang tinggi";3;manual_pending;38;3270;Pantun kiasan dan peribahasa;"Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi
Ilmu tanpa akhlak percuma
Bagaikan raga tanpa rohani";"Ke pasar membeli kain sutra
Tak lupa bunga kenanga wangi";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;8;9;10;0
"dusta itu bagaikan riak
membuat hati gundah gulana";"Burung camar terbang berteriak
Hinggap di karang pesisir fana";2;manual_pending;39;5861;Pantun kiasan dan peribahasa;"sampan perahu mengejar kayak
dari hulu tak kenakena
dusta itu bagaikan riak
membuat hati gundah gulana";"sampan perahu mengejar kayak
dari hulu tak kenakena";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;10;0
"dusta itu bagaikan riak
membuat hati gundah gulana";"Batu karang dihantam ombak,
Tumbuh melati di tepi buana.";4;manual_pending;39;5861;Pantun kiasan dan peribahasa;"sampan perahu mengejar kayak
dari hulu tak kenakena
dusta itu bagaikan riak
membuat hati gundah gulana";"sampan perahu mengejar kayak
dari hulu tak kenakena";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;11;9;10;0
"dusta itu bagaikan riak
membuat hati gundah gulana";"Anak kecil suka berteriak
Bermain riang di teras sana";3;manual_pending;39;5861;Pantun kiasan dan peribahasa;"sampan perahu mengejar kayak
dari hulu tak kenakena
dusta itu bagaikan riak
membuat hati gundah gulana";"sampan perahu mengejar kayak
dari hulu tak kenakena";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;10;0
"dusta itu bagaikan riak
membuat hati gundah gulana";"Angin bertiup kencang berdesak
Hatinya sedih tiada terkira";2;manual_pending;39;5861;Pantun kiasan dan peribahasa;"sampan perahu mengejar kayak
dari hulu tak kenakena
dusta itu bagaikan riak
membuat hati gundah gulana";"sampan perahu mengejar kayak
dari hulu tak kenakena";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;9;10;0
