no,id_data_asli,jenis_pantun,pantun_asli_lengkap,sampiran_asli,isi_input_model,model,setting,setting_label,sampiran_generated,gen_line_count,isi_line_count,r_score,a_score,clr,suku_baris_1,suku_baris_2,suku_baris_3,suku_baris_4,dev_total,semantic_bridge_score_llm_1_5,score_source
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Claude,few_shot,Hasil Few-shot,"Buah rambutan rasanya nikmat
Kue lapis sudah disediakan",2,2,1,1.000000,0.000000,10,11,9,11,0,,manual_pending
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Kalau hidup hendak selamat
Ayah dan bunda kita muliakan",2,2,1,1.000000,1.000000,9,11,9,11,0,1,auto_clr_leakage
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Mengikuti jalan yang benar
Bakti kepada orang tua",2,2,0,1.000000,0.000000,9,9,9,11,0,,manual_pending
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Sailor2,zero_shot,Hasil Zero-shot,"Hidup selamat, muliakan ayah dan bunda
Kasih mereka, tiang kehidupan",2,2,0,0.748293,0.714286,14,11,9,11,2,1,sample300_manual
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Sailor2,few_shot,Hasil Few-shot,"Bunga teratai indah di kolam,
Muliakan ibu bapa jalan kebahagiaan.",2,2,0,0.623298,0.142857,10,16,9,11,4,1,auto_clr_leakage
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Hidup ini akan panjang
Mulialah budi dan cintamu",2,2,0,1.000000,0.142857,8,10,9,11,0,1,auto_clr_leakage
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",DeepSeek-R1,few_shot,Hasil Few-shot,"Ayah bunda yang selalu sayang
Kita hormati dengan sepenuh jiwa",2,2,0,1.000000,0.285714,10,12,9,11,0,1,sample300_manual
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Chat-GPT,zero_shot,Hasil Zero-shot,"Kasih kenanga tersemat di jiwa
Harum melati di laman gemilang",2,2,1,1.000000,0.500000,11,11,11,12,0,1,auto_clr_leakage
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Chat-GPT,few_shot,Hasil Few-shot,"Mentari senja menyinari desa
Burung terbang pulang gemilang",2,2,1,1.000000,0.125000,11,9,11,12,0,1,auto_clr_leakage
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Gemini,zero_shot,Hasil Zero-shot,"Berlayar jauh ke pulau Jawa,
Burung elang terbang melayang.",2,2,1,1.000000,0.000000,10,9,11,12,0,4,sample300_manual
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Gemini,few_shot,Hasil Few-shot,"Terbang melayang si burung jawa
Hinggap di ranting pohon mualang",2,2,1,1.000000,0.000000,10,10,11,12,0,5,sample300_manual
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Claude,zero_shot,Hasil Zero-shot,"Burung camar terbang di angkasa
Singgah sejenak di kampung seberang",2,2,1,1.000000,0.000000,10,11,11,12,0,,manual_pending
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Claude,few_shot,Hasil Few-shot,"Di candi tua bersemayam dewa
Bintang bertabur sinar cemerlang",2,2,1,1.000000,0.000000,11,10,11,12,0,,manual_pending
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",2,2,1,1.000000,1.000000,11,12,11,12,0,1,sample300_manual
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Menyayangi dengan tulus
Hidup di dunia ini mulus",2,2,0,1.000000,0.000000,8,10,11,12,0,,manual_pending
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Sailor2,zero_shot,Hasil Zero-shot,"Kasih dan cinta, jiwa terikat
Ukhuwah keluarga, gemilang berseri",2,2,0,0.852344,0.750000,10,13,11,12,1,1,auto_clr_leakage
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",Sailor2,few_shot,Hasil Few-shot,"Bintang-bintang bersinar di langit malam,
Ikatan kasih keluarga penuh kecemerlangan.",2,2,0,0.623298,0.250000,12,16,11,12,4,1,auto_clr_leakage
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Semangat dan jiwa yang tinggi
Kekeluargaan akan kau raih",2,2,0,1.000000,0.125000,9,11,11,12,0,1,auto_clr_leakage
62,2305,Pantun bakti keluarga,"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang","Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang","Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang",DeepSeek-R1,few_shot,Hasil Few-shot,"Cinta dan kasih yang tulus nian
Menjalin ukhuwah dalam keluarga",2,2,0,1.000000,0.500000,10,12,11,12,0,1,auto_clr_leakage
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Chat-GPT,zero_shot,Hasil Zero-shot,"Harta pusaka jangan bermegah
Bunga cempaka penawar mutu",2,2,1,1.000000,0.500000,10,10,10,10,0,1,auto_clr_leakage
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Chat-GPT,few_shot,Hasil Few-shot,"Bunga indah jangan bermegah
Rotan dianyam bermutu halus",2,2,0,1.000000,0.250000,9,10,10,10,0,1,sample300_manual
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Gemini,zero_shot,Hasil Zero-shot,"Pohon rimbun di tepi sanggah,
Mengasah pisau di atas batu.",2,2,1,1.000000,0.000000,9,10,10,10,0,5,sample300_manual
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Gemini,few_shot,Hasil Few-shot,"Tinggi menjulang pohongahah
Ranting patah menjadi satu",2,2,1,1.000000,0.000000,9,9,10,10,0,,manual_pending
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Claude,zero_shot,Hasil Zero-shot,"Pergi ke pasar membeli buah
Singgah sebentar minum jamu",2,2,1,1.000000,0.000000,10,9,10,10,0,,manual_pending
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Claude,few_shot,Hasil Few-shot,"Rumah gadang berdiri gagah
Di tepi sungai banyak batu",2,2,1,1.000000,0.000000,9,9,10,10,0,,manual_pending
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Harta dunia jangan bermegah
Budi dan amal penentu mutu",2,2,1,1.000000,1.000000,10,10,10,10,0,1,auto_clr_leakage
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Mengenal hak dan kewajiban
Jika ingin hidup bahagia",2,2,0,1.000000,0.000000,9,10,10,10,0,,manual_pending
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Sailor2,zero_shot,Hasil Zero-shot,"Harta dunia, jangan bermegah
Budi dan amal, penentu mutu",2,2,1,1.000000,1.000000,10,10,10,10,0,1,auto_clr_leakage
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",Sailor2,few_shot,Hasil Few-shot,"Air terjun jernih di lereng gunung,
Amalan baik mengejar harta sejati.",2,2,0,0.852344,0.125000,11,13,10,10,1,1,auto_clr_leakage
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Janganlah sombong dunia ini
Amal budi yang baik akan menentukan",2,2,0,0.852344,0.375000,10,13,10,10,1,1,auto_clr_leakage
63,1505,Pantun kehidupan dan renungan,"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu","Burung camar terbang rendah
Menyambar ikan di laut biru","Harta dunia jangan bermegah
Budi dan amal penentu mutu",DeepSeek-R1,few_shot,Hasil Few-shot,"Harta dunia bukanlah kebahagiaan
Budi dan amal itulah kebahagiaan",2,2,0,0.623298,0.500000,14,14,10,10,4,1,auto_clr_leakage
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Chat-GPT,zero_shot,Hasil Zero-shot,"Jika embun bening nurani
Bunga kenanga semerbak rasa",2,2,1,1.000000,0.375000,9,10,9,8,0,1,auto_clr_leakage
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Chat-GPT,few_shot,Hasil Few-shot,"Jika pagi embun berseri
Harum melati penuh rasa",2,2,1,1.000000,0.375000,9,9,9,8,0,1,auto_clr_leakage
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Gemini,zero_shot,Hasil Zero-shot,"Memetik bunga di pagi hari,
Singgah sebentar di pondok desa.",2,2,1,1.000000,0.000000,10,10,9,8,0,,manual_pending
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Gemini,few_shot,Hasil Few-shot,"Manis rasanya buah kueni
Jatuh sebutir di atas rupa",2,2,1,1.000000,0.000000,10,10,9,8,0,,manual_pending
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Claude,zero_shot,Hasil Zero-shot,"Berjalan santai di tepi kali
Singgah sejenak melepas dahaga",2,2,1,1.000000,0.000000,10,11,9,8,0,,manual_pending
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Claude,few_shot,Hasil Few-shot,"Sawah ladang milik petani
Jalan setapak menuju desa",2,2,1,1.000000,0.000000,9,10,9,8,0,,manual_pending
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Jika hati bersih nurani
Hidup indah penuh rasa",2,2,1,1.000000,1.000000,9,8,9,8,0,1,auto_clr_leakage
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Melakukan kebaikan sebenarnya
Jangan mengingkari budi baiknya",2,2,0,1.000000,0.000000,11,10,9,8,0,,manual_pending
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Sailor2,zero_shot,Hasil Zero-shot,"Hati bersih, nurani terang
Hidup indah, penuh rasa",2,2,0,1.000000,0.875000,9,8,9,8,0,1,auto_clr_leakage
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",Sailor2,few_shot,Hasil Few-shot,"Angin berdesir melalui dedaunan,
Nurani yang murni hidup bahagia.",2,2,0,1.000000,0.250000,12,12,9,8,0,1,auto_clr_leakage
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Jika nurani ini kau jaga
Hidup akan indah dan sejahtera",2,2,0,1.000000,0.500000,10,11,9,8,0,1,sample300_manual
64,1377,Pantun kehidupan dan renungan,"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa","Bunga mawar merah berduri
Cantik mekar di taman desa","Jika hati bersih nurani
Hidup indah penuh rasa",DeepSeek-R1,few_shot,Hasil Few-shot,"Hati yang suci dan bersih nian
Mencerminkan kebijaksanaan tinggi",2,2,0,1.000000,0.250000,10,12,9,8,0,1,sample300_manual
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Chat-GPT,zero_shot,Hasil Zero-shot,"Kalau hendak hidup bahagia
Jangan bermain hati yang dengki",2,2,1,1.000000,0.714286,10,10,10,8,0,1,sample300_manual
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Chat-GPT,few_shot,Hasil Few-shot,"Kalau ke taman memetik melati
Air mengalir di tepi jerami",2,2,0,1.000000,0.142857,11,11,10,8,0,2,sample300_manual
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Gemini,zero_shot,Hasil Zero-shot,"Bunga mekar indah ceria,
Menapak langkah di jalan mendaki.",2,2,1,1.000000,0.000000,9,11,10,8,0,,manual_pending
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Gemini,few_shot,Hasil Few-shot,"Pergi ke bukit membeli rusia
Membawa bakul berisi tangki",2,2,1,1.000000,0.000000,11,10,10,8,0,,manual_pending
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Claude,zero_shot,Hasil Zero-shot,"Bunga mawar mekar di taman kota
Kupu-kupu terbang menari-nari",2,2,1,1.000000,0.000000,11,11,10,8,0,4,sample300_manual
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Claude,few_shot,Hasil Few-shot,"Berlayar jauh ke tanah mulia
Pohon kelapa tumbuh tinggi",2,2,1,1.000000,0.000000,11,9,10,8,0,4,sample300_manual
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Kalau ingin hidup bahagia
Jaga hati dari dengki",2,2,1,1.000000,1.000000,10,8,10,8,0,1,sample300_manual
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Menjaga hati dari dengki
Hidup bahagia tanpa bermegah",2,2,0,1.000000,0.571429,9,11,10,8,0,1,sample300_manual
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Sailor2,zero_shot,Hasil Zero-shot,"Bahagia hidup, jaga hati dari dengki
Damai jiwa, jauh dari iri",2,2,0,0.748293,0.714286,14,10,10,8,2,1,auto_clr_leakage
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",Sailor2,few_shot,Hasil Few-shot,"Bulan purnama di malam tenang,
Hati bersih membawa kebahagiaan.",2,2,0,0.852344,0.142857,10,13,10,8,1,1,sample300_manual
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Untuk kebahagiaan sejati
Jauhkanlah dengki dari hatimu",2,2,0,1.000000,0.142857,11,11,10,8,0,1,auto_clr_leakage
65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi","Kalau ingin hidup bahagia
Jaga hati dari dengki",DeepSeek-R1,few_shot,Hasil Few-shot,"Hendak hidup bahagia dan damai
Jauhkanlah dengki dan permusuhan",2,2,0,1.000000,0.428571,11,11,10,8,0,1,auto_clr_leakage
66,1275,Pantun kehidupan dan renungan,"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi","bulan berkedip bintang datang
beli sarung di pasar pagi","begini nasib jadi pedagang
kadang untung kadang rugi",Chat-GPT,zero_shot,Hasil Zero-shot,"Begini dagang membawa barang
Kadang singgah kadang pergi",2,2,1,1.000000,0.333333,10,8,10,8,0,1,auto_clr_leakage
66,1275,Pantun kehidupan dan renungan,"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi","bulan berkedip bintang datang
beli sarung di pasar pagi","begini nasib jadi pedagang
kadang untung kadang rugi",Chat-GPT,few_shot,Hasil Few-shot,"Burung layang melintas padang
Ikan sepat berenang di tepi",2,2,1,1.000000,0.000000,9,10,10,8,0,,manual_pending
66,1275,Pantun kehidupan dan renungan,"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi","bulan berkedip bintang datang
beli sarung di pasar pagi","begini nasib jadi pedagang
kadang untung kadang rugi",Gemini,zero_shot,Hasil Zero-shot,"Tali timba ditarik tegang,
Mendaki gunung amatlah tinggi.",2,2,1,1.000000,0.000000,9,10,10,8,0,,manual_pending
66,1275,Pantun kehidupan dan renungan,"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi","bulan berkedip bintang datang
beli sarung di pasar pagi","begini nasib jadi pedagang
kadang untung kadang rugi",Gemini,few_shot,Hasil Few-shot,"Perahu laju membawa barang
Singgah di jeti membeli pagi",2,2,1,1.000000,0.000000,10,10,10,8,0,2,sample300_manual
66,1275,Pantun kehidupan dan renungan,"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi","bulan berkedip bintang datang
beli sarung di pasar pagi","begini nasib jadi pedagang
kadang untung kadang rugi",Claude,zero_shot,Hasil Zero-shot,"Pergi ke pasar menjual pisang
Berjalan kaki menempuh sepi",2,2,1,1.000000,0.000000,10,10,10,8,0,5,sample300_manual
66,1275,Pantun kehidupan dan renungan,"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi","bulan berkedip bintang datang
beli sarung di pasar pagi","begini nasib jadi pedagang
kadang untung kadang rugi",Claude,few_shot,Hasil Few-shot,"Anak-anak bermain layang-layang
Ke pasar pagi ayah pun pergi",2,2,1,1.000000,0.000000,11,10,10,8,0,,manual_pending
