no,id_data_asli,jenis_pantun,pantun_asli_lengkap,sampiran_asli,isi_input_model,model,setting,setting_label,sampiran_generated,gen_line_count,isi_line_count,r_score,a_score,clr,suku_baris_1,suku_baris_2,suku_baris_3,suku_baris_4,dev_total,semantic_bridge_score_llm_1_5,score_source,s_judge_norm,xrasa_final,bleu,rouge1_f,rouge2_f,rougeL_f,bertscore_p,bertscore_r,bertscore_f1
57,6154,Pantun bakti keluarga,"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua","Sirih sekapur di dalam dulang
Pinang belah disusun rata","Jika ingin hidup gemilang
Jangan lupa restu orang tua",Claude,zero_shot,Hasil Zero-shot,"Burung merpati terbang melayang
Singgah dahulu minum di kedai lama",2,2,1,1.0,0.0,10,12,9,10,0,2,manual_queue_filled,0.25,0.625,0.021105340631872645,0.10526315789473685,0.0,0.10526315789473685,0.7175636291503906,0.7164987921714783,0.7170307636260986
57,6154,Pantun bakti keluarga,"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua","Sirih sekapur di dalam dulang
Pinang belah disusun rata","Jika ingin hidup gemilang
Jangan lupa restu orang tua",Claude,few_shot,Hasil Few-shot,"Bulan purnama bersinar cemerlang
Pohon beringin sudah lama tua",2,2,1,1.0,0.111111,11,11,9,10,0,1,sample300_manual,0.0,0.5,0.0,0.0,0.0,0.0,0.6212671995162964,0.6302778720855713,0.6257400512695312
57,6154,Pantun bakti keluarga,"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua","Sirih sekapur di dalam dulang
Pinang belah disusun rata","Jika ingin hidup gemilang
Jangan lupa restu orang tua",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Jika ingin hidup gemilang
Jangan lupa restu orang tua",2,2,1,1.0,1.0,9,10,9,10,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.6643102169036865,0.6596866250038147,0.6619904041290283
57,6154,Pantun bakti keluarga,"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua","Sirih sekapur di dalam dulang
Pinang belah disusun rata","Jika ingin hidup gemilang
Jangan lupa restu orang tua",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Membela Negara yang tercinta
Hidup di dunia ini jangan sia-siakan",2,2,0,0.674969,0.222222,10,15,9,10,3,1,auto_clr_leakage,0.0,0.0,0.021105340631872645,0.09999999999999999,0.0,0.09999999999999999,0.6484749913215637,0.6568717956542969,0.6526464223861694
57,6154,Pantun bakti keluarga,"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua","Sirih sekapur di dalam dulang
Pinang belah disusun rata","Jika ingin hidup gemilang
Jangan lupa restu orang tua",Sailor2,zero_shot,Hasil Zero-shot,"Untuk hidup gemilang
Jangan lupa, restu orang tua",2,2,1,0.852344,0.777778,7,10,9,10,1,1,auto_clr_leakage,0.0,0.426172,0.0,0.0,0.0,0.0,0.6414248943328857,0.641344428062439,0.6413846611976624
57,6154,Pantun bakti keluarga,"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua","Sirih sekapur di dalam dulang
Pinang belah disusun rata","Jika ingin hidup gemilang
Jangan lupa restu orang tua",Sailor2,few_shot,Hasil Few-shot,"ahan anggur merambat di kebun,
Restu ibu bapa membawa berkat.",2,2,0,1.0,0.111111,10,11,9,10,0,1,auto_clr_leakage,0.0,0.0,0.021105340631872645,0.10526315789473685,0.0,0.10526315789473685,0.6964353322982788,0.6976544857025146,0.6970443725585938
57,6154,Pantun bakti keluarga,"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua","Sirih sekapur di dalam dulang
Pinang belah disusun rata","Jika ingin hidup gemilang
Jangan lupa restu orang tua",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Untuk kesuksesan jauhkan fitnah
Hormat dan cinta orang tua kau jaga",2,2,0,1.0,0.222222,11,12,9,10,0,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6804367303848267,0.6883137822151184,0.6843525767326355
57,6154,Pantun bakti keluarga,"Sirih sekapur di dalam dulang
Pinang belah disusun rata
Jika ingin hidup gemilang
Jangan lupa restu orang tua","Sirih sekapur di dalam dulang
Pinang belah disusun rata","Jika ingin hidup gemilang
Jangan lupa restu orang tua",DeepSeek-R1,few_shot,Hasil Few-shot,"Ibu bapak yang memberi nian
Restu mereka akan kita jaga",2,2,0,1.0,0.111111,10,11,9,10,0,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.704308271408081,0.6963942050933838,0.7003288865089417
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Chat-GPT,zero_shot,Hasil Zero-shot,"Kepada adat mesti hormat
Kepada guru tekun berbakti",2,2,1,1.0,0.571429,9,10,9,10,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.6676503419876099,0.667833685874939,0.6677420139312744
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Chat-GPT,few_shot,Hasil Few-shot,"Ke pasar lama membeli tomat
Petik melati di pagi hari",2,2,1,1.0,0.0,10,10,9,10,0,4,manual_queue_filled,0.75,0.875,0.025098621243978974,0.3157894736842105,0.0,0.3157894736842105,0.7591864466667175,0.7575929164886475,0.7583887577056885
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Gemini,zero_shot,Hasil Zero-shot,"Buah asam rasanya nikmat,
Menanam bunga rumpun melati.",2,2,1,1.0,0.0,9,10,9,10,0,3,manual_queue_filled,0.5,0.75,0.024512401940754224,0.23529411764705882,0.0,0.23529411764705882,0.7033501863479614,0.7018805742263794,0.7026146054267883
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Gemini,few_shot,Hasil Few-shot,"Ke pasar membeli buah hemat
Singgah di pekan membeli ikti",2,2,1,1.0,0.0,10,10,9,10,0,3,manual_queue_filled,0.5,0.75,0.0,0.10526315789473685,0.0,0.10526315789473685,0.7243647575378418,0.7234702110290527,0.7239171862602234
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Claude,zero_shot,Hasil Zero-shot,"Pergi berlayar naik kapal cepat
Singgah sebentar mencari padi",2,2,1,1.0,0.0,11,10,9,10,0,4,manual_queue_filled,0.75,0.875,0.0,0.1111111111111111,0.0,0.1111111111111111,0.6758121252059937,0.6736857891082764,0.6747472882270813
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Claude,few_shot,Hasil Few-shot,"Di kebun petani menanam tomat
Silat kuno penuh sakti",2,2,1,1.0,0.0,11,8,9,10,0,3,manual_queue_filled,0.5,0.75,0.028517539529041507,0.2222222222222222,0.0,0.2222222222222222,0.7606114745140076,0.7584336996078491,0.7595210671424866
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Kepada ayah mesti hormat
Kepada ibu harus berbakti",2,2,1,1.0,1.0,9,10,9,10,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.6503829956054688,0.6493140459060669,0.6498481035232544
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Bakti kepada orang tua
Jika ingin kehidupan berkah",2,2,0,1.0,0.142857,9,10,9,10,0,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.7077266573905945,0.6912658214569092,0.6993993520736694
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Sailor2,zero_shot,Hasil Zero-shot,"Hormat kepada ayah, berbakti kepada ibu
Jasa mereka, besar tiada tara",2,2,0,0.674969,0.714286,15,12,9,10,3,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.6783310174942017,0.6640273332595825,0.6711029410362244
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Sailor2,few_shot,Hasil Few-shot,"Gajah di hutan menghormati pimpinan,
Hormat kepada orang tua ciptakan kemuliaan.",2,2,0,0.586887,0.285714,12,17,9,10,5,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6518157720565796,0.6515815258026123,0.6516985893249512
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Ayahmu sejak lahir membimbing
Ibu pun patuhilah sepenuh jiwa",2,2,0,1.0,0.142857,10,12,9,10,0,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6559816002845764,0.6809616088867188,0.6682382822036743
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",DeepSeek-R1,few_shot,Hasil Few-shot,"Hormat pada ayah dan bapa
Adalah kewajiban setiap anak",2,2,0,1.0,0.285714,9,12,9,10,0,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6474125385284424,0.6369097232818604,0.6421182155609131
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Chat-GPT,zero_shot,Hasil Zero-shot,"Sejak pagi memetik sirih
Buah delima besar tersandar",2,2,0,1.0,0.25,9,10,9,11,0,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.7286025881767273,0.7255731821060181,0.727084755897522
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Chat-GPT,few_shot,Hasil Few-shot,"Tumbuh rebuh di tepi dusun
Buah delima ranum segar",2,2,0,1.0,0.0,9,9,9,11,0,2,manual_queue_filled,0.25,0.125,0.0,0.0,0.0,0.0,0.7169535756111145,0.7019416093826294,0.709368109703064
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Gemini,zero_shot,Hasil Zero-shot,"Mandi di sungai airnya keruh,
Berlayar jauh ke laut besar.",2,2,1,1.0,0.125,9,10,9,11,0,1,sample300_manual,0.0,0.5,0.021105340631872645,0.10526315789473685,0.0,0.10526315789473685,0.7215580940246582,0.6927794218063354,0.7068759799003601
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Gemini,few_shot,Hasil Few-shot,"Menjala ikan di teluk pesut
Layar terkembang ombaknya besar",2,2,0,1.0,0.125,10,10,9,11,0,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.7078571915626526,0.6922857165336609,0.6999848484992981
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Claude,zero_shot,Hasil Zero-shot,"Pohon rendang tempat berteduh
Angin bertiup dari seberang pasar",2,2,1,1.0,0.0,9,12,9,11,0,4,sample300_manual,0.75,0.875,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.7255367040634155,0.7094784379005432,0.7174176573753357
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Claude,few_shot,Hasil Few-shot,"Mencuci baju lalu dibasuh
Ramai orang berjualan di pasar",2,2,1,1.0,0.0,10,11,9,11,0,4,sample300_manual,0.75,0.875,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.7194347381591797,0.7201911211013794,0.7198126912117004
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Sejak kecil kita diasuh
Jasa ibu bapak sangatlah besar",2,2,1,1.0,1.0,9,11,9,11,0,1,auto_clr_leakage,0.0,0.5,0.050712153369465586,0.2222222222222222,0.125,0.2222222222222222,0.7197675704956055,0.697069525718689,0.7082367539405823
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Melakukan budi sejati
Kita akan mendapatkan hidup bahagia",2,2,0,0.748293,0.0,9,14,9,11,2,4,manual_queue_filled,0.75,0.28061,0.0,0.11764705882352941,0.0,0.11764705882352941,0.6879926919937134,0.6813634634017944,0.6846620440483093
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Sailor2,zero_shot,Hasil Zero-shot,"Sejak kecil diasuh, jasa besar
Ibu bapa, jasa mereka abadi",2,2,0,1.0,0.75,11,12,9,11,0,1,auto_clr_leakage,0.0,0.0,0.021105340631872645,0.10526315789473685,0.0,0.10526315789473685,0.6837092638015747,0.6727241277694702,0.6781721711158752
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",Sailor2,few_shot,Hasil Few-shot,"Rumput hijau tumbuh di ladang luas,
Jasa mereka tiada batas dan terdalam.",2,2,0,0.748293,0.125,11,14,9,11,2,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6802557706832886,0.6630762815475464,0.6715561747550964
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Dari kecil hingga dewasa
Kasih sayang mereka tak terhenti",2,2,0,1.0,0.125,9,11,9,11,0,1,auto_clr_leakage,0.0,0.0,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.6870670914649963,0.6829221248626709,0.6849883794784546
59,5859,Pantun bakti keluarga,"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar","sampan kecil kita berlabuh
memuat kelapa bawa ke pasar","sejak kecil kita diasuh
jasa ibu bapak sangatlah besar",DeepSeek-R1,few_shot,Hasil Few-shot,"Dari kecil mereka mendidik nian
Budi bakti mereka terasa",2,2,0,1.0,0.125,12,10,9,11,0,1,auto_clr_leakage,0.0,0.0,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.6920446753501892,0.6837215423583984,0.6878578662872314
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Chat-GPT,zero_shot,Hasil Zero-shot,"Jika mendaki tanah berkah
Singgah sebentar bertemu ibu",2,2,1,1.0,0.428571,9,10,8,8,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.6956371068954468,0.7125052809715271,0.703970193862915
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Chat-GPT,few_shot,Hasil Few-shot,"Jika mendaki janganlah lelah
Bunga melati harum semeru",2,2,1,1.0,0.142857,10,10,8,8,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.6377018690109253,0.6673866510391235,0.6522066593170166
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Gemini,zero_shot,Hasil Zero-shot,"Hendak pergi membeli nangkah,
Mengayuh sampan ke kota Jambu.",2,2,1,1.0,0.0,9,10,8,8,0,2,manual_queue_filled,0.25,0.625,0.0,0.0,0.0,0.0,0.7032463550567627,0.7022312879562378,0.7027384638786316
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Gemini,few_shot,Hasil Few-shot,"Terbang rendah si burung camar
Tumbuh melati di tepi tebu",2,2,0,1.0,0.0,9,10,8,8,0,3,manual_queue_filled,0.5,0.25,0.025098621243978974,0.4210526315789474,0.11764705882352941,0.3157894736842105,0.7595975399017334,0.7783956527709961,0.7688816785812378
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Claude,zero_shot,Hasil Zero-shot,"Pergi ke kebun memetik buah
Singgah sebentar minum air susu",2,2,1,1.0,0.0,10,11,8,8,0,3,manual_queue_filled,0.5,0.75,0.0,0.0,0.0,0.0,0.6742544770240784,0.6901713609695435,0.6821200847625732
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Claude,few_shot,Hasil Few-shot,"Padi menguning di tengah sawah
Perahu kecil terbuat dari kayu",2,2,1,1.0,0.0,10,12,8,8,0,4,sample300_manual,0.75,0.875,0.021105340631872645,0.10526315789473685,0.0,0.10526315789473685,0.7173396348953247,0.7216075658798218,0.719467282295227
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Jika ingin hidup berkah
Hormati ayah dan ibu",2,2,1,1.0,1.0,8,8,8,8,0,1,auto_clr_leakage,0.0,0.5,0.0,0.0,0.0,0.0,0.703682541847229,0.7120044231414795,0.7078190445899963
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Menghormati ayah dan ibu
Jika ingin kehidupan selamat",2,2,0,1.0,0.571429,9,11,8,8,0,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.6529648303985596,0.6699269413948059,0.66133713722229
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Sailor2,zero_shot,Hasil Zero-shot,"Hidup berkah, hormati ayah dan ibu
Kasih mereka, panduan hidup",2,2,0,1.0,0.714286,12,10,8,8,0,1,auto_clr_leakage,0.0,0.0,0.0,0.0,0.0,0.0,0.6694992184638977,0.7088947296142578,0.6886340379714966
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",Sailor2,few_shot,Hasil Few-shot,"Matahari pagi menyinari bumi,
Hormat kepada orang tua memperkaya hati.",2,2,0,0.674969,0.0,12,15,8,8,3,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.6642059087753296,0.6626721620559692,0.6634381413459778
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Untuk kebahagiaan hidupmu
Hormatilah orang tua dengan sepenuh hati",2,2,0,0.674969,0.0,11,15,8,8,3,1,manual_queue_filled,0.0,0.0,0.0,0.0,0.0,0.0,0.6469152569770813,0.6890175342559814,0.6673030257225037
60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu","Jika ingin hidup berkah
Hormati ayah dan ibu",DeepSeek-R1,few_shot,Hasil Few-shot,"Hidup dengan budi dan amal
Membawa kebahagiaan dunia",2,2,0,1.0,0.142857,9,12,8,8,0,1,sample300_manual,0.0,0.0,0.0,0.0,0.0,0.0,0.6920608282089233,0.7090529203414917,0.7004538178443909
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Chat-GPT,zero_shot,Hasil Zero-shot,"Kalau berlayar hendak selamat
Sopan bicara kepada satria",2,2,0,1.0,0.428571,10,11,9,11,0,1,sample300_manual,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.729583740234375,0.7085574865341187,0.7189169526100159
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Chat-GPT,few_shot,Hasil Few-shot,"Kalau berlayar bawalah pelamat
Bunga kenanga harum semalaman",2,2,1,1.0,0.142857,11,11,9,11,0,2,sample300_manual,0.25,0.625,0.0,0.11764705882352941,0.0,0.11764705882352941,0.6997888088226318,0.7033631205558777,0.7015714049339294
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Gemini,zero_shot,Hasil Zero-shot,"Buah mangga rasanya nikmat,
Menanam bunga di pinggir jalan.",2,2,1,1.0,0.0,9,10,9,11,0,3,manual_queue_filled,0.5,0.75,0.023980296761827107,0.1111111111111111,0.0,0.1111111111111111,0.692755401134491,0.6754850149154663,0.6840112805366516
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Gemini,few_shot,Hasil Few-shot,"Pergi berlayar mencari alamat
Sambil membawa kain tenunan",2,2,1,1.0,0.0,11,10,9,11,0,4,manual_queue_filled,0.75,0.875,0.0,0.0,0.0,0.0,0.718842625617981,0.6977481842041016,0.7081383466720581
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Claude,zero_shot,Hasil Zero-shot,"Pergi berlayar menuju ke barat
Singgah sebentar mencari ikan",2,2,1,1.0,0.0,11,10,9,11,0,3,manual_queue_filled,0.5,0.75,0.0,0.0,0.0,0.0,0.694635808467865,0.6792120933532715,0.6868373155593872
